analysis_unit,apparent_slope_pp_per_year,apparent_fitted_2014,apparent_fitted_2026,apparent_rise_pp,corrected_slope_pp_per_year,corrected_fitted_2014,corrected_fitted_2026,corrected_rise_pp,worst_flatten_slope_pp_per_year,worst_flatten_rise_pp
ADHD,1.0665932411400185,0.17506184916412337,0.30305303810092354,12.799118893680017,0.4167219840801699,0.21102397811379348,0.2610306162034135,5.000663808962003,-6.456410227379537,-77.47692272855318
Autism,0.5851805837501974,0.3586406887667035,0.4288623588167262,7.022167005002267,-0.26061213530258276,0.4283573867355015,0.3970839304991918,-3.1273456236309727,-8.172791461480461,-98.07349753776577
