analysis_unit,human_slope_pp_per_year,human_slope_low_pp,human_slope_high_pp,classifier_slope_pp_per_year,slope_difference_pp_per_year,slope_difference_low_pp,slope_difference_high_pp,full_corpus_published_slope_pp_per_year
ADHD,1.1100007750034093,0.3962924241827546,1.8838778072371942,1.4626727896502953,0.352672014646886,0.0003513531994750588,0.7501331537748029,1.066593241140112
Autism,0.871336842495282,-0.11721796466429829,1.8381271989676369,1.2247503530991255,0.3534135106038436,-0.021048580623108742,0.7557269954263289,0.585180583750184
