analysis_unit,frame_contrast,value_basis,index_name,clear_frame_weight_total,n_years,year_center,linear_intercept,linear_slope_per_year,linear_slope_se,linear_p_value,linear_r_squared,linear_adj_r_squared,standardized_beta_year,durbin_watson,lag1_residual_autocorrelation,autocorrelation_flag,ar1_sensitivity_slope_per_year,ar1_sensitivity_p_value,linear_slope_pp_per_year,linear_slope_se_pp,ar1_sensitivity_slope_pp_per_year,fitted_lived_share_2014,fitted_lived_share_2026,fitted_change_pp_2014_2026,observed_lived_share_2014,observed_lived_share_2026
ADHD,lived_only_vs_clinical_only,probability_weighted_clear_frame_share,lived_share_probability_weighted,15165.165757958202,13,2020.0,0.23651985922767263,0.010070626118935706,0.0014765799993659136,2.8754153911943418e-05,0.808747666279063,0.7913610904862506,0.8993039899161259,2.1507322751609395,-0.1419502136630855,False,,,1.0070626118935706,0.14765799993659137,,0.17609610251405838,0.2969436159412869,12.08475134272285,0.1873829623330839,0.27672821841664363
Autism,lived_only_vs_clinical_only,probability_weighted_clear_frame_share,lived_share_probability_weighted,32171.127262138194,13,2020.0,0.39191011885912924,0.0052597555582112885,0.002034665945072716,0.02536006934697828,0.37791922474377193,0.3213664269932057,0.6147513519657942,1.036200248284804,0.338802936946098,True,0.0012193318942206773,0.646553902569475,0.5259755558211289,0.20346659450727161,0.12193318942206773,0.3603515855098615,0.42346865220839697,6.311706669853545,0.3128514268999122,0.3901950353549107
