nrc_matches,warriner_matches,shared_matches,nrc_only_matches,warriner_only_matches,nrc_only_share_of_nrc,warriner_only_share_of_warriner,mwe_share_of_nrc_only,unique_nrc_only_types
866246,801639,779082,87164,22557,0.1006226868580057,0.028138601041117012,0.18539159888930462,9453
