lsc_year,analysis_unit,frame_stratum,flags,sampled_contexts,sampled_documents,top_domain,top_domain_share,unmarkable_share
2026,ADHD,mixed,small_frame_year_cell;sampled_contexts_lt_100;sampled_documents_lt_50,42,38,freedomtherapyservices.com.au,0.047619047619047616,0.0
