analysis_unit,frame_stratum,lsc_year,collocate,collocate_type,count,valence,arousal,dominance,documents,weighted_valence_contribution,abs_weighted_valence_contribution,total_matches_for_unit_year_frame,match_share,contribution_direction
ADHD,clinical_only,2014,disorder,unigram,84,-0.675,0.53,-0.49400000000000005,72,-56.7,56.7,7410,0.011336032388663968,negative
ADHD,clinical_only,2014,depression,unigram,48,-0.9380000000000001,0.04,-0.536,48,-45.024,45.024,7410,0.006477732793522267,negative
ADHD,clinical_only,2014,autism,unigram,80,-0.53,0.0,-0.10600000000000001,73,-42.400000000000006,42.400000000000006,7410,0.010796221322537112,negative
ADHD,clinical_only,2014,diagnose,unigram,78,-0.45550000000000007,-0.035500000000000004,0.01949999999999999,68,-35.529,35.529,7410,0.010526315789473684,negative
ADHD,clinical_only,2014,problem,unigram,37,-0.876,0.288,-0.17,36,-32.412,32.412,7410,0.004993252361673414,negative
ADHD,clinical_only,2014,drug,unigram,48,-0.6656666666666666,0.5419999999999999,-0.425,43,-31.951999999999998,31.951999999999998,7410,0.006477732793522267,negative
ADHD,clinical_only,2014,of,unigram,280,-0.111,-0.119,-0.161,207,-31.080000000000002,31.080000000000002,7410,0.037786774628879895,negative
ADHD,clinical_only,2014,anxiety,unigram,29,-0.708,0.73,-0.316,29,-20.532,20.532,7410,0.003913630229419703,negative
ADHD,clinical_only,2014,hyperactivity,unigram,26,-0.667,1.0,-0.3330000000000001,23,-17.342000000000002,17.342000000000002,7410,0.0035087719298245615,negative
ADHD,clinical_only,2014,disability,unigram,18,-0.854,-0.036,-0.654,17,-15.372,15.372,7410,0.0024291497975708503,negative
ADHD,clinical_only,2014,child,unigram,190,0.7689999999999999,-0.0020000000000000018,-0.152,152,146.10999999999999,146.10999999999999,7410,0.02564102564102564,positive
ADHD,clinical_only,2014,have,unigram,160,0.514,-0.22200000000000003,0.186,141,82.24000000000001,82.24000000000001,7410,0.021592442645074223,positive
ADHD,clinical_only,2014,with,unigram,291,0.148,-0.119,0.05,238,43.068,43.068,7410,0.039271255060728746,positive
ADHD,clinical_only,2014,adult,unigram,54,0.63,-0.018,0.574,40,34.02,34.02,7410,0.0072874493927125505,positive
ADHD,clinical_only,2014,add,unigram,105,0.29000000000000004,-0.10500000000000001,0.063,88,30.450000000000003,30.450000000000003,7410,0.01417004048582996,positive
ADHD,clinical_only,2014,like,unigram,29,0.77225,0.08024999999999999,-0.034499999999999996,27,22.39525,22.39525,7410,0.003913630229419703,positive
ADHD,clinical_only,2014,treat,unigram,61,0.341,-0.016,-0.0020000000000000018,56,20.801000000000002,20.801000000000002,7410,0.008232118758434548,positive
ADHD,clinical_only,2014,include,unigram,40,0.45933333333333337,-0.18066666666666667,0.19333333333333336,39,18.373333333333335,18.373333333333335,7410,0.005398110661268556,positive
ADHD,clinical_only,2014,to,unigram,165,0.10999999999999999,-0.095,-0.167,145,18.15,18.15,7410,0.022267206477732792,positive
ADHD,clinical_only,2014,study,unigram,33,0.47333333333333333,0.00033333333333333365,0.5633333333333334,30,15.62,15.62,7410,0.004453441295546558,positive
ADHD,clinical_only,2015,disorder,unigram,71,-0.675,0.53,-0.494,65,-47.925000000000004,47.925000000000004,6765,0.01049519586104952,negative
ADHD,clinical_only,2015,depression,unigram,49,-0.938,0.04,-0.536,45,-45.961999999999996,45.961999999999996,6765,0.007243163340724316,negative
ADHD,clinical_only,2015,autism,unigram,75,-0.53,0.0,-0.106,71,-39.75,39.75,6765,0.011086474501108648,negative
ADHD,clinical_only,2015,diagnose,unigram,77,-0.4555,-0.035500000000000004,0.01949999999999999,67,-35.0735,35.0735,6765,0.011382113821138212,negative
ADHD,clinical_only,2015,of,unigram,284,-0.111,-0.119,-0.161,222,-31.524,31.524,6765,0.04198078344419808,negative
ADHD,clinical_only,2015,problem,unigram,27,-0.876,0.288,-0.17000000000000004,26,-23.652,23.652,6765,0.003991130820399113,negative
ADHD,clinical_only,2015,anxiety,unigram,30,-0.708,0.73,-0.316,27,-21.24,21.24,6765,0.004434589800443459,negative
ADHD,clinical_only,2015,drug,unigram,31,-0.6656666666666666,0.5419999999999999,-0.425,26,-20.635666666666665,20.635666666666665,6765,0.004582409460458241,negative
ADHD,clinical_only,2015,dyslexia,unigram,23,-0.667,-0.167,-0.792,23,-15.341000000000001,15.341000000000001,6765,0.003399852180339985,negative
ADHD,clinical_only,2015,difficulty,unigram,19,-0.7949999999999999,0.45949999999999996,-0.364,19,-15.104999999999999,15.104999999999999,6765,0.0028085735402808574,negative
ADHD,clinical_only,2015,child,unigram,156,0.7689999999999999,-0.0020000000000000018,-0.152,135,119.96399999999998,119.96399999999998,6765,0.023059866962305987,positive
ADHD,clinical_only,2015,have,unigram,120,0.514,-0.222,0.186,101,61.68,61.68,6765,0.017738359201773836,positive
ADHD,clinical_only,2015,adult,unigram,66,0.63,-0.018,0.574,50,41.58,41.58,6765,0.00975609756097561,positive
ADHD,clinical_only,2015,with,unigram,261,0.148,-0.119,0.05,206,38.628,38.628,6765,0.038580931263858094,positive
ADHD,clinical_only,2015,like,unigram,35,0.77225,0.08024999999999999,-0.034499999999999996,33,27.02875,27.02875,6765,0.005173688100517369,positive
ADHD,clinical_only,2015,add,unigram,85,0.29000000000000004,-0.10499999999999998,0.063,76,24.650000000000002,24.650000000000002,6765,0.012564671101256468,positive
ADHD,clinical_only,2015,include,unigram,49,0.45933333333333337,-0.18066666666666664,0.19333333333333336,47,22.507333333333335,22.507333333333335,6765,0.007243163340724316,positive
ADHD,clinical_only,2015,treatment,unigram,55,0.326,-0.228,0.24,49,17.93,17.93,6765,0.008130081300813009,positive
ADHD,clinical_only,2015,may,unigram,42,0.408,-0.454,-0.51,40,17.136,17.136,6765,0.006208425720620843,positive
ADHD,clinical_only,2015,more,unigram,35,0.41550000000000004,-0.183,0.538,34,14.5425,14.5425,6765,0.005173688100517369,positive
ADHD,clinical_only,2016,disorder,unigram,93,-0.675,0.53,-0.494,81,-62.775000000000006,62.775000000000006,6532,0.014237599510104103,negative
ADHD,clinical_only,2016,depression,unigram,56,-0.938,0.04,-0.536,50,-52.528,52.528,6532,0.008573178199632579,negative
ADHD,clinical_only,2016,autism,unigram,88,-0.53,0.0,-0.106,83,-46.64,46.64,6532,0.013472137170851195,negative
ADHD,clinical_only,2016,anxiety,unigram,51,-0.708,0.73,-0.316,44,-36.108,36.108,6532,0.007807715860379669,negative
ADHD,clinical_only,2016,disability,unigram,36,-0.854,-0.036,-0.654,35,-30.744,30.744,6532,0.005511328842620943,negative
ADHD,clinical_only,2016,problem,unigram,34,-0.876,0.288,-0.17,32,-29.784,29.784,6532,0.0052051439069197795,negative
ADHD,clinical_only,2016,of,unigram,242,-0.111,-0.119,-0.161,182,-26.862000000000002,26.862000000000002,6532,0.037048377219840785,negative
ADHD,clinical_only,2016,diagnose,unigram,44,-0.4555,-0.035500000000000004,0.01949999999999999,41,-20.042,20.042,6532,0.006736068585425597,negative
ADHD,clinical_only,2016,can not,mwe,27,-0.606,-0.21666666666666667,-0.37733333333333335,27,-16.362,16.362,6532,0.004133496631965708,negative
ADHD,clinical_only,2016,hyperactivity,unigram,23,-0.667,1.0,-0.333,23,-15.341000000000001,15.341000000000001,6532,0.0035211267605633804,negative
ADHD,clinical_only,2016,child,unigram,136,0.7689999999999999,-0.0020000000000000018,-0.152,115,104.58399999999999,104.58399999999999,6532,0.020820575627679118,positive
ADHD,clinical_only,2016,have,unigram,116,0.514,-0.222,0.186,96,59.624,59.624,6532,0.017758726270667484,positive
ADHD,clinical_only,2016,add,unigram,127,0.29000000000000004,-0.105,0.063,120,36.830000000000005,36.830000000000005,6532,0.019442743417023883,positive
ADHD,clinical_only,2016,with,unigram,216,0.148,-0.11900000000000001,0.05,184,31.968,31.968,6532,0.03306797305572566,positive
ADHD,clinical_only,2016,adult,unigram,48,0.63,-0.018,0.574,33,30.240000000000002,30.240000000000002,6532,0.007348438456827924,positive
ADHD,clinical_only,2016,include,unigram,52,0.45933333333333337,-0.1806666666666667,0.19333333333333336,51,23.885333333333335,23.885333333333335,6532,0.007960808328230252,positive
ADHD,clinical_only,2016,treatment,unigram,64,0.326,-0.228,0.24,50,20.864,20.864,6532,0.009797917942437232,positive
ADHD,clinical_only,2016,just,unigram,29,0.63,0.0,0.524,29,18.27,18.27,6532,0.004439681567666871,positive
ADHD,clinical_only,2016,like,unigram,23,0.77225,0.08024999999999999,-0.034499999999999996,21,17.76175,17.76175,6532,0.0035211267605633804,positive
ADHD,clinical_only,2016,learn,unigram,27,0.58975,-0.033250000000000016,0.296,26,15.92325,15.92325,6532,0.004133496631965708,positive
ADHD,clinical_only,2017,autism,unigram,101,-0.53,0.0,-0.106,89,-53.53,53.53,6178,0.016348332793784396,negative
ADHD,clinical_only,2017,anxiety,unigram,69,-0.708,0.73,-0.316,68,-48.852,48.852,6178,0.011168662997733895,negative
ADHD,clinical_only,2017,disorder,unigram,66,-0.675,0.53,-0.494,54,-44.550000000000004,44.550000000000004,6178,0.01068306895435416,negative
ADHD,clinical_only,2017,depression,unigram,45,-0.9380000000000001,0.04,-0.536,45,-42.21,42.21,6178,0.007283910650696018,negative
ADHD,clinical_only,2017,problem,unigram,31,-0.876,0.288,-0.17,30,-27.156,27.156,6178,0.005017805114923924,negative
ADHD,clinical_only,2017,diagnose,unigram,50,-0.4555,-0.035500000000000004,0.01949999999999999,46,-22.775000000000002,22.775000000000002,6178,0.00809323405632891,negative
ADHD,clinical_only,2017,of,unigram,200,-0.111,-0.11899999999999998,-0.161,172,-22.2,22.2,6178,0.03237293622531564,negative
ADHD,clinical_only,2017,symptom,unigram,64,-0.24,0.058,-0.132,55,-15.36,15.36,6178,0.010359339592101004,negative
ADHD,clinical_only,2017,dyslexia,unigram,21,-0.667,-0.167,-0.792,19,-14.007000000000001,14.007000000000001,6178,0.003399158303658142,negative
ADHD,clinical_only,2017,addiction,unigram,16,-0.64,0.612,-0.16,16,-10.24,10.24,6178,0.002589834898025251,negative
ADHD,clinical_only,2017,child,unigram,133,0.7689999999999999,-0.0020000000000000018,-0.152,117,102.27699999999999,102.27699999999999,6178,0.021528002589834897,positive
ADHD,clinical_only,2017,have,unigram,119,0.514,-0.222,0.186,103,61.166000000000004,61.166000000000004,6178,0.019261897054062803,positive
ADHD,clinical_only,2017,with,unigram,266,0.148,-0.119,0.05,225,39.367999999999995,39.367999999999995,6178,0.043056005179669794,positive
ADHD,clinical_only,2017,add,unigram,98,0.29000000000000004,-0.105,0.063,77,28.42,28.42,6178,0.015862738750404663,positive
ADHD,clinical_only,2017,include,unigram,47,0.45933333333333337,-0.18066666666666667,0.19333333333333336,46,21.58866666666667,21.58866666666667,6178,0.0076076400129491744,positive
ADHD,clinical_only,2017,adult,unigram,32,0.63,-0.018,0.574,28,20.16,20.16,6178,0.005179669796050502,positive
ADHD,clinical_only,2017,study,unigram,31,0.47333333333333333,0.00033333333333333365,0.5633333333333334,30,14.673333333333334,14.673333333333334,6178,0.005017805114923924,positive
ADHD,clinical_only,2017,like,unigram,19,0.77225,0.08024999999999999,-0.034499999999999996,17,14.67275,14.67275,6178,0.0030754289414049855,positive
ADHD,clinical_only,2017,treat,unigram,40,0.341,-0.016,-0.0020000000000000018,38,13.64,13.64,6178,0.006474587245063127,positive
ADHD,clinical_only,2017,may,unigram,33,0.408,-0.454,-0.51,33,13.463999999999999,13.463999999999999,6178,0.00534153447717708,positive
ADHD,clinical_only,2018,disorder,unigram,116,-0.675,0.53,-0.494,101,-78.30000000000001,78.30000000000001,6869,0.01688746542437036,negative
ADHD,clinical_only,2018,autism,unigram,124,-0.53,0.0,-0.106,110,-65.72,65.72,6869,0.01805211821225797,negative
ADHD,clinical_only,2018,depression,unigram,49,-0.938,0.04,-0.536,48,-45.961999999999996,45.961999999999996,6869,0.0071334983258116175,negative
ADHD,clinical_only,2018,anxiety,unigram,57,-0.7079999999999999,0.73,-0.316,57,-40.355999999999995,40.355999999999995,6869,0.008298151113699229,negative
ADHD,clinical_only,2018,of,unigram,256,-0.111,-0.119,-0.161,211,-28.416,28.416,6869,0.03726888921240355,negative
ADHD,clinical_only,2018,diagnose,unigram,55,-0.4555,-0.035500000000000004,0.01949999999999999,48,-25.052500000000002,25.052500000000002,6869,0.008006987916727326,negative
ADHD,clinical_only,2018,problem,unigram,22,-0.8759999999999999,0.288,-0.17,22,-19.272,19.272,6869,0.00320279516669093,negative
ADHD,clinical_only,2018,disability,unigram,21,-0.8540000000000001,-0.036,-0.654,19,-17.934,17.934,6869,0.0030572135682049788,negative
ADHD,clinical_only,2018,symptom,unigram,71,-0.24,0.058,-0.132,66,-17.04,17.04,6869,0.010336293492502547,negative
ADHD,clinical_only,2018,hyperactivity,unigram,25,-0.667,1.0,-0.333,22,-16.675,16.675,6869,0.0036395399621487845,negative
ADHD,clinical_only,2018,child,unigram,125,0.7689999999999999,-0.0020000000000000018,-0.152,113,96.12499999999999,96.12499999999999,6869,0.01819769981074392,positive
ADHD,clinical_only,2018,have,unigram,118,0.514,-0.222,0.186,108,60.652,60.652,6869,0.017178628621342264,positive
ADHD,clinical_only,2018,add,unigram,118,0.29000000000000004,-0.105,0.063,95,34.220000000000006,34.220000000000006,6869,0.017178628621342264,positive
ADHD,clinical_only,2018,with,unigram,228,0.148,-0.119,0.05,193,33.744,33.744,6869,0.033192604454796916,positive
ADHD,clinical_only,2018,like,unigram,43,0.77225,0.08024999999999999,-0.034499999999999996,40,33.20675,33.20675,6869,0.006260008734895909,positive
ADHD,clinical_only,2018,include,unigram,60,0.45933333333333337,-0.18066666666666667,0.19333333333333336,58,27.560000000000002,27.560000000000002,6869,0.008734895909157082,positive
ADHD,clinical_only,2018,adult,unigram,41,0.63,-0.018,0.574,31,25.830000000000002,25.830000000000002,6869,0.005968845537924006,positive
ADHD,clinical_only,2018,treat,unigram,59,0.34099999999999997,-0.016,-0.0020000000000000018,54,20.119,20.119,6869,0.008589314310671132,positive
ADHD,clinical_only,2018,to,unigram,161,0.11,-0.095,-0.167,140,17.71,17.71,6869,0.023438637356238173,positive
ADHD,clinical_only,2018,may,unigram,43,0.40800000000000003,-0.45400000000000007,-0.51,39,17.544,17.544,6869,0.006260008734895909,positive
ADHD,clinical_only,2019,depression,unigram,65,-0.938,0.04,-0.536,58,-60.97,60.97,5789,0.011228191397477976,negative
ADHD,clinical_only,2019,disorder,unigram,84,-0.675,0.53,-0.49400000000000005,72,-56.7,56.7,5789,0.014510278113663845,negative
ADHD,clinical_only,2019,autism,unigram,98,-0.53,0.0,-0.106,85,-51.940000000000005,51.940000000000005,5789,0.016928657799274487,negative
ADHD,clinical_only,2019,anxiety,unigram,57,-0.7079999999999999,0.73,-0.316,55,-40.355999999999995,40.355999999999995,5789,0.00984626014855761,negative
ADHD,clinical_only,2019,of,unigram,168,-0.111,-0.11899999999999998,-0.161,140,-18.648,18.648,5789,0.02902055622732769,negative
ADHD,clinical_only,2019,misdiagnose,unigram,24,-0.722,0.619,-0.625,24,-17.328,17.328,5789,0.004145793746761098,negative
ADHD,clinical_only,2019,problem,unigram,19,-0.8759999999999999,0.288,-0.17,17,-16.644,16.644,5789,0.0032820867161858698,negative
ADHD,clinical_only,2019,drug,unigram,22,-0.6656666666666666,0.5419999999999999,-0.425,13,-14.644666666666666,14.644666666666666,5789,0.003800310934531007,negative
ADHD,clinical_only,2019,diagnose,unigram,32,-0.4555,-0.035500000000000004,0.01949999999999999,28,-14.576,14.576,5789,0.005527724995681465,negative
ADHD,clinical_only,2019,symptom,unigram,60,-0.23999999999999996,0.058,-0.132,51,-14.399999999999999,14.399999999999999,5789,0.010364484366902746,negative
ADHD,clinical_only,2019,child,unigram,108,0.7689999999999999,-0.0020000000000000018,-0.152,91,83.05199999999999,83.05199999999999,5789,0.018656071860424943,positive
ADHD,clinical_only,2019,have,unigram,101,0.514,-0.222,0.18600000000000003,87,51.914,51.914,5789,0.017446882017619625,positive
ADHD,clinical_only,2019,like,unigram,52,0.7722499999999999,0.08024999999999999,-0.034499999999999996,49,40.157,40.157,5789,0.00898255311798238,positive
ADHD,clinical_only,2019,add,unigram,119,0.29000000000000004,-0.105,0.063,82,34.510000000000005,34.510000000000005,5789,0.020556227327690448,positive
ADHD,clinical_only,2019,with,unigram,200,0.148,-0.11899999999999998,0.05,170,29.599999999999998,29.599999999999998,5789,0.03454828122300915,positive
ADHD,clinical_only,2019,include,unigram,34,0.45933333333333337,-0.18066666666666667,0.19333333333333336,33,15.617333333333335,15.617333333333335,5789,0.005873207807911556,positive
ADHD,clinical_only,2019,treat,unigram,42,0.341,-0.016,-0.0020000000000000018,42,14.322000000000001,14.322000000000001,5789,0.007255139056831923,positive
ADHD,clinical_only,2019,treatment,unigram,43,0.326,-0.228,0.24000000000000002,36,14.018,14.018,5789,0.0074278804629469685,positive
ADHD,clinical_only,2019,adult,unigram,18,0.63,-0.018,0.574,14,11.34,11.34,5789,0.003109345310070824,positive
ADHD,clinical_only,2019,be,unigram,212,0.04857142857142858,-0.1867142857142857,0.028285714285714286,176,10.297142857142859,10.297142857142859,5789,0.036621178096389706,positive
ADHD,clinical_only,2020,disorder,unigram,71,-0.675,0.53,-0.494,61,-47.925000000000004,47.925000000000004,5421,0.013097214536063457,negative
ADHD,clinical_only,2020,autism,unigram,85,-0.53,0.0,-0.106,77,-45.050000000000004,45.050000000000004,5421,0.01567976388120273,negative
ADHD,clinical_only,2020,depression,unigram,44,-0.938,0.04,-0.536,42,-41.272,41.272,5421,0.008116583656152001,negative
ADHD,clinical_only,2020,anxiety,unigram,54,-0.708,0.73,-0.316,52,-38.232,38.232,5421,0.00996126175982291,negative
ADHD,clinical_only,2020,diagnose,unigram,48,-0.4555,-0.035500000000000004,0.01949999999999999,43,-21.864,21.864,5421,0.008854454897620365,negative
ADHD,clinical_only,2020,of,unigram,184,-0.111,-0.11900000000000001,-0.161,152,-20.424,20.424,5421,0.03394207710754473,negative
ADHD,clinical_only,2020,suffer from,mwe,36,-0.536,0.046,-0.572,36,-19.296,19.296,5421,0.006640841173215274,negative
ADHD,clinical_only,2020,problem,unigram,18,-0.876,0.288,-0.17,18,-15.768,15.768,5421,0.003320420586607637,negative
ADHD,clinical_only,2020,symptom,unigram,57,-0.24,0.058,-0.132,49,-13.68,13.68,5421,0.010514665190924184,negative
ADHD,clinical_only,2020,disability,unigram,13,-0.854,-0.036,-0.654,13,-11.102,11.102,5421,0.002398081534772182,negative
ADHD,clinical_only,2020,child,unigram,101,0.769,-0.0020000000000000018,-0.152,89,77.669,77.669,5421,0.018631248847076187,positive
ADHD,clinical_only,2020,have,unigram,97,0.514,-0.22199999999999998,0.18600000000000003,85,49.858000000000004,49.858000000000004,5421,0.017893377605607823,positive
ADHD,clinical_only,2020,with,unigram,207,0.148,-0.119,0.05000000000000001,172,30.636,30.636,5421,0.03818483674598783,positive
ADHD,clinical_only,2020,add,unigram,82,0.29000000000000004,-0.105,0.063,63,23.78,23.78,5421,0.015126360450101458,positive
ADHD,clinical_only,2020,like,unigram,28,0.77225,0.08025,-0.034499999999999996,26,21.623,21.623,5421,0.005165098690278546,positive
ADHD,clinical_only,2020,include,unigram,43,0.45933333333333337,-0.18066666666666667,0.19333333333333336,41,19.751333333333335,19.751333333333335,5421,0.00793211584578491,positive
ADHD,clinical_only,2020,kid,unigram,36,0.47933333333333333,0.052,-0.21866666666666668,34,17.256,17.256,5421,0.006640841173215274,positive
ADHD,clinical_only,2020,adult,unigram,25,0.63,-0.018,0.574,21,15.75,15.75,5421,0.004611695259177273,positive
ADHD,clinical_only,2020,treatment,unigram,41,0.326,-0.228,0.24,36,13.366,13.366,5421,0.007563180225050729,positive
ADHD,clinical_only,2020,be,unigram,262,0.04857142857142858,-0.1867142857142857,0.028285714285714286,195,12.725714285714288,12.725714285714288,5421,0.048330566316177825,positive
ADHD,clinical_only,2021,depression,unigram,63,-0.938,0.04,-0.536,61,-59.093999999999994,59.093999999999994,5281,0.011929558795682636,negative
ADHD,clinical_only,2021,disorder,unigram,66,-0.675,0.53,-0.494,60,-44.550000000000004,44.550000000000004,5281,0.012497633024048476,negative
ADHD,clinical_only,2021,anxiety,unigram,59,-0.708,0.73,-0.31600000000000006,58,-41.772,41.772,5281,0.01117212649119485,negative
ADHD,clinical_only,2021,autism,unigram,72,-0.53,0.0,-0.106,68,-38.160000000000004,38.160000000000004,5281,0.013633781480780155,negative
ADHD,clinical_only,2021,of,unigram,176,-0.111,-0.119,-0.161,138,-19.536,19.536,5281,0.0333270213974626,negative
ADHD,clinical_only,2021,diagnose,unigram,38,-0.4555,-0.035500000000000004,0.01949999999999999,32,-17.309,17.309,5281,0.0071956068926339704,negative
ADHD,clinical_only,2021,problem,unigram,18,-0.876,0.288,-0.17,18,-15.768,15.768,5281,0.0034084453701950387,negative
ADHD,clinical_only,2021,hyperactivity,unigram,23,-0.667,1.0,-0.333,21,-15.341000000000001,15.341000000000001,5281,0.0043552357508047715,negative
ADHD,clinical_only,2021,symptom,unigram,58,-0.24,0.058,-0.132,52,-13.92,13.92,5281,0.010982768415072904,negative
ADHD,clinical_only,2021,drug,unigram,18,-0.6656666666666666,0.5419999999999999,-0.425,17,-11.982,11.982,5281,0.0034084453701950387,negative
ADHD,clinical_only,2021,child,unigram,106,0.7689999999999999,-0.0020000000000000018,-0.152,90,81.514,81.514,5281,0.02007195606892634,positive
ADHD,clinical_only,2021,have,unigram,82,0.514,-0.222,0.186,71,42.148,42.148,5281,0.015527362241999621,positive
ADHD,clinical_only,2021,with,unigram,198,0.148,-0.119,0.05,162,29.304,29.304,5281,0.037492899072145425,positive
ADHD,clinical_only,2021,like,unigram,37,0.77225,0.08024999999999999,-0.034499999999999996,35,28.573249999999998,28.573249999999998,5281,0.007006248816512024,positive
ADHD,clinical_only,2021,adult,unigram,36,0.63,-0.018,0.574,27,22.68,22.68,5281,0.006816890740390077,positive
ADHD,clinical_only,2021,add,unigram,54,0.29000000000000004,-0.105,0.063,49,15.660000000000002,15.660000000000002,5281,0.010225336110585117,positive
ADHD,clinical_only,2021,include,unigram,31,0.45933333333333337,-0.18066666666666667,0.19333333333333336,31,14.239333333333335,14.239333333333335,5281,0.005870100359780345,positive
ADHD,clinical_only,2021,improve,unigram,16,0.796,0.07150000000000001,0.4515,15,12.736,12.736,5281,0.0030297292179511455,positive
ADHD,clinical_only,2021,treat,unigram,36,0.341,-0.016,-0.0020000000000000018,34,12.276000000000002,12.276000000000002,5281,0.006816890740390077,positive
ADHD,clinical_only,2021,may,unigram,28,0.408,-0.454,-0.51,27,11.424,11.424,5281,0.005302026131414505,positive
ADHD,clinical_only,2022,depression,unigram,47,-0.938,0.04,-0.536,45,-44.086,44.086,5392,0.008716617210682493,negative
ADHD,clinical_only,2022,autism,unigram,78,-0.53,0.0,-0.10599999999999998,66,-41.34,41.34,5392,0.014465875370919881,negative
ADHD,clinical_only,2022,anxiety,unigram,55,-0.708,0.73,-0.316,51,-38.94,38.94,5392,0.010200296735905045,negative
ADHD,clinical_only,2022,disorder,unigram,54,-0.675,0.53,-0.494,48,-36.45,36.45,5392,0.010014836795252226,negative
ADHD,clinical_only,2022,problem,unigram,22,-0.8759999999999999,0.288,-0.17,22,-19.272,19.272,5392,0.004080118694362018,negative
ADHD,clinical_only,2022,of,unigram,170,-0.111,-0.11900000000000001,-0.161,142,-18.87,18.87,5392,0.03152818991097923,negative
ADHD,clinical_only,2022,diagnose,unigram,41,-0.4555,-0.035500000000000004,0.01949999999999999,40,-18.6755,18.6755,5392,0.007603857566765578,negative
ADHD,clinical_only,2022,symptom,unigram,59,-0.24,0.058,-0.132,53,-14.16,14.16,5392,0.01094213649851632,negative
ADHD,clinical_only,2022,disease,unigram,14,-0.8360000000000001,0.049,-0.533,13,-11.704,11.704,5392,0.0025964391691394658,negative
ADHD,clinical_only,2022,disability,unigram,12,-0.854,-0.036,-0.654,10,-10.248,10.248,5392,0.002225519287833828,negative
ADHD,clinical_only,2022,child,unigram,83,0.7689999999999999,-0.0020000000000000018,-0.152,66,63.82699999999999,63.82699999999999,5392,0.015393175074183977,positive
ADHD,clinical_only,2022,have,unigram,77,0.514,-0.222,0.186,73,39.578,39.578,5392,0.014280415430267063,positive
ADHD,clinical_only,2022,with,unigram,207,0.148,-0.119,0.05000000000000001,171,30.636,30.636,5392,0.03839020771513353,positive
ADHD,clinical_only,2022,like,unigram,35,0.77225,0.08024999999999999,-0.034499999999999996,31,27.02875,27.02875,5392,0.006491097922848665,positive
ADHD,clinical_only,2022,adult,unigram,42,0.63,-0.018,0.574,32,26.46,26.46,5392,0.007789317507418398,positive
ADHD,clinical_only,2022,add,unigram,72,0.29000000000000004,-0.105,0.063,60,20.880000000000003,20.880000000000003,5392,0.013353115727002967,positive
ADHD,clinical_only,2022,include,unigram,38,0.45933333333333337,-0.18066666666666667,0.19333333333333336,37,17.454666666666668,17.454666666666668,5392,0.007047477744807121,positive
ADHD,clinical_only,2022,treat,unigram,48,0.341,-0.016,-0.0020000000000000018,44,16.368000000000002,16.368000000000002,5392,0.008902077151335312,positive
ADHD,clinical_only,2022,treatment,unigram,42,0.326,-0.228,0.24,32,13.692,13.692,5392,0.007789317507418398,positive
ADHD,clinical_only,2022,may,unigram,30,0.408,-0.454,-0.51,28,12.239999999999998,12.239999999999998,5392,0.00556379821958457,positive
ADHD,clinical_only,2023,autism,unigram,79,-0.53,0.0,-0.10600000000000001,64,-41.870000000000005,41.870000000000005,4241,0.01862768215043622,negative
ADHD,clinical_only,2023,disorder,unigram,50,-0.675,0.53,-0.494,45,-33.75,33.75,4241,0.01178967224711153,negative
ADHD,clinical_only,2023,depression,unigram,33,-0.938,0.04,-0.536,33,-30.953999999999997,30.953999999999997,4241,0.00778118368309361,negative
ADHD,clinical_only,2023,anxiety,unigram,38,-0.708,0.73,-0.316,38,-26.904,26.904,4241,0.008960150907804764,negative
ADHD,clinical_only,2023,of,unigram,166,-0.11100000000000002,-0.11899999999999998,-0.161,138,-18.426000000000002,18.426000000000002,4241,0.03914171186041028,negative
ADHD,clinical_only,2023,diagnose,unigram,37,-0.4555,-0.035500000000000004,0.01949999999999999,33,-16.8535,16.8535,4241,0.008724357462862532,negative
ADHD,clinical_only,2023,symptom,unigram,45,-0.23999999999999996,0.05800000000000001,-0.132,39,-10.799999999999999,10.799999999999999,4241,0.010610705022400376,negative
ADHD,clinical_only,2023,problem,unigram,10,-0.876,0.288,-0.17,9,-8.76,8.76,4241,0.002357934449422306,negative
ADHD,clinical_only,2023,hyperactivity,unigram,12,-0.6670000000000001,1.0,-0.333,12,-8.004000000000001,8.004000000000001,4241,0.0028295213393067674,negative
ADHD,clinical_only,2023,difficulty,unigram,8,-0.7949999999999999,0.45949999999999996,-0.364,7,-6.359999999999999,6.359999999999999,4241,0.001886347559537845,negative
ADHD,clinical_only,2023,child,unigram,92,0.7689999999999999,-0.0020000000000000018,-0.152,81,70.74799999999999,70.74799999999999,4241,0.021692996934685217,positive
ADHD,clinical_only,2023,have,unigram,65,0.514,-0.222,0.186,60,33.410000000000004,33.410000000000004,4241,0.01532657392124499,positive
ADHD,clinical_only,2023,with,unigram,171,0.148,-0.119,0.05,138,25.308,25.308,4241,0.040320679085121436,positive
ADHD,clinical_only,2023,like,unigram,20,0.77225,0.08024999999999999,-0.034499999999999996,20,15.445,15.445,4241,0.004715868898844612,positive
ADHD,clinical_only,2023,parent,unigram,22,0.624,-0.286,0.72,17,13.728,13.728,4241,0.005187455788729073,positive
ADHD,clinical_only,2023,include,unigram,29,0.45933333333333337,-0.18066666666666667,0.19333333333333336,29,13.320666666666668,13.320666666666668,4241,0.0068380099033246875,positive
ADHD,clinical_only,2023,treatment,unigram,38,0.326,-0.22799999999999998,0.24,32,12.388,12.388,4241,0.008960150907804764,positive
