analysis_unit,frame_stratum,lsc_year,collocate,collocate_type,count,valence,arousal,dominance,documents,weighted_valence_contribution,abs_weighted_valence_contribution,total_matches_for_unit_year_frame,match_share,contribution_direction
Autism,mixed,2021,spectrum,unigram,18,-0.376,0.4,0.054,15,-6.768,6.768,3520,0.005113636363636364,negative
Autism,mixed,2021,disease,unigram,6,-0.836,0.04900000000000001,-0.533,6,-5.016,5.016,3520,0.0017045454545454545,negative
Autism,mixed,2021,down syndrome,mwe,8,-0.608,-0.016,-0.5,8,-4.864,4.864,3520,0.0022727272727272726,negative
Autism,mixed,2021,learn disability,mwe,9,-0.5,0.174,-0.656,8,-4.5,4.5,3520,0.002556818181818182,negative
Autism,mixed,2021,depression,unigram,4,-0.938,0.04,-0.536,4,-3.752,3.752,3520,0.0011363636363636363,negative
Autism,mixed,2021,child,unigram,111,0.7689999999999999,-0.0020000000000000018,-0.152,93,85.359,85.359,3520,0.03153409090909091,positive
Autism,mixed,2021,have,unigram,56,0.514,-0.222,0.186,54,28.784,28.784,3520,0.015909090909090907,positive
Autism,mixed,2021,with,unigram,180,0.148,-0.119,0.05,150,26.639999999999997,26.639999999999997,3520,0.05113636363636364,positive
Autism,mixed,2021,family,unigram,19,0.8845000000000001,-0.4085,0.254,16,16.805500000000002,16.805500000000002,3520,0.005397727272727273,positive
Autism,mixed,2021,support,unigram,23,0.532,-0.08666666666666667,0.4093333333333334,20,12.236,12.236,3520,0.006534090909090909,positive
Autism,mixed,2021,people,unigram,54,0.198,-0.15000000000000002,0.17900000000000002,44,10.692,10.692,3520,0.01534090909090909,positive
Autism,mixed,2021,parent,unigram,15,0.624,-0.286,0.72,15,9.36,9.36,3520,0.004261363636363636,positive
Autism,mixed,2021,help,unigram,27,0.346,-0.058,-0.08,22,9.341999999999999,9.341999999999999,3520,0.007670454545454545,positive
Autism,mixed,2021,to,unigram,77,0.11000000000000001,-0.095,-0.167,67,8.47,8.47,3520,0.021875,positive
Autism,mixed,2021,social,unigram,13,0.612,-0.26,0.228,10,7.9559999999999995,7.9559999999999995,3520,0.003693181818181818,positive
Autism,mixed,2022,disorder,unigram,61,-0.675,0.53,-0.494,49,-41.175000000000004,41.175000000000004,2763,0.022077452044878754,negative
Autism,mixed,2022,disability,unigram,21,-0.8540000000000001,-0.036,-0.654,20,-17.934,17.934,2763,0.00760043431053203,negative
Autism,mixed,2022,of,unigram,87,-0.111,-0.119,-0.161,70,-9.657,9.657,2763,0.031487513572204126,negative
Autism,mixed,2022,adhd,unigram,18,-0.484,-0.054,-0.072,17,-8.712,8.712,2763,0.006514657980456026,negative
Autism,mixed,2022,diagnose,unigram,18,-0.4555,-0.035500000000000004,0.01949999999999999,18,-8.199,8.199,2763,0.006514657980456026,negative
Autism,mixed,2022,difficulty,unigram,9,-0.7949999999999999,0.45949999999999996,-0.364,7,-7.154999999999999,7.154999999999999,2763,0.003257328990228013,negative
Autism,mixed,2022,anxiety,unigram,8,-0.708,0.73,-0.316,8,-5.664,5.664,2763,0.002895403546869345,negative
Autism,mixed,2022,spectrum,unigram,12,-0.37600000000000006,0.4000000000000001,0.054,11,-4.5120000000000005,4.5120000000000005,2763,0.004343105320304018,negative
Autism,mixed,2022,impairment,unigram,6,-0.66,0.142,-0.56,6,-3.96,3.96,2763,0.002171552660152009,negative
Autism,mixed,2022,learn disability,mwe,7,-0.5,0.174,-0.656,5,-3.5,3.5,2763,0.0025334781035106766,negative
Autism,mixed,2022,child,unigram,76,0.7689999999999999,-0.0020000000000000018,-0.152,64,58.443999999999996,58.443999999999996,2763,0.027506333695258775,positive
Autism,mixed,2022,have,unigram,54,0.514,-0.222,0.186,46,27.756,27.756,2763,0.019543973941368076,positive
Autism,mixed,2022,with,unigram,164,0.148,-0.119,0.05000000000000001,130,24.272,24.272,2763,0.05935577271082157,positive
Autism,mixed,2022,support,unigram,15,0.532,-0.08666666666666667,0.4093333333333333,15,7.98,7.98,2763,0.0054288816503800215,positive
Autism,mixed,2022,son,unigram,13,0.584,-0.27,0.056,11,7.592,7.592,2763,0.004705030763662686,positive
Autism,mixed,2022,student,unigram,21,0.328,-0.276,0.069,21,6.888,6.888,2763,0.00760043431053203,positive
Autism,mixed,2022,people,unigram,33,0.198,-0.15000000000000002,0.179,30,6.534000000000001,6.534000000000001,2763,0.011943539630836048,positive
Autism,mixed,2022,parent,unigram,10,0.624,-0.286,0.72,10,6.24,6.24,2763,0.003619254433586681,positive
Autism,mixed,2022,well,unigram,7,0.8813333333333334,-0.08166666666666667,0.438,7,6.169333333333334,6.169333333333334,2763,0.0025334781035106766,positive
Autism,mixed,2022,experience,unigram,10,0.594,0.252,0.726,9,5.9399999999999995,5.9399999999999995,2763,0.003619254433586681,positive
Autism,mixed,2023,disorder,unigram,40,-0.675,0.53,-0.49399999999999994,34,-27.0,27.0,2396,0.01669449081803005,negative
Autism,mixed,2023,disability,unigram,18,-0.854,-0.036,-0.654,17,-15.372,15.372,2396,0.007512520868113523,negative
Autism,mixed,2023,diagnose,unigram,24,-0.4555,-0.035500000000000004,0.01949999999999999,22,-10.932,10.932,2396,0.01001669449081803,negative
Autism,mixed,2023,adhd,unigram,22,-0.484,-0.054,-0.072,20,-10.648,10.648,2396,0.009181969949916527,negative
Autism,mixed,2023,of,unigram,74,-0.111,-0.119,-0.161,62,-8.214,8.214,2396,0.030884808013355594,negative
Autism,mixed,2023,spectrum,unigram,12,-0.37600000000000006,0.4000000000000001,0.054,12,-4.5120000000000005,4.5120000000000005,2396,0.005008347245409015,negative
Autism,mixed,2023,dyslexia,unigram,6,-0.6670000000000001,-0.167,-0.7920000000000001,5,-4.002000000000001,4.002000000000001,2396,0.0025041736227045075,negative
Autism,mixed,2023,severe,unigram,5,-0.672,0.4699999999999999,0.27,5,-3.3600000000000003,3.3600000000000003,2396,0.002086811352253756,negative
Autism,mixed,2023,anxiety,unigram,4,-0.708,0.73,-0.316,4,-2.832,2.832,2396,0.001669449081803005,negative
Autism,mixed,2023,stress,unigram,4,-0.6910000000000001,0.633,-0.1615,3,-2.7640000000000002,2.7640000000000002,2396,0.001669449081803005,negative
Autism,mixed,2023,child,unigram,60,0.7689999999999999,-0.0020000000000000018,-0.152,52,46.13999999999999,46.13999999999999,2396,0.025041736227045076,positive
Autism,mixed,2023,have,unigram,35,0.514,-0.222,0.186,31,17.990000000000002,17.990000000000002,2396,0.014607679465776294,positive
Autism,mixed,2023,with,unigram,111,0.14800000000000002,-0.119,0.05000000000000001,88,16.428,16.428,2396,0.04632721202003339,positive
Autism,mixed,2023,adult,unigram,13,0.63,-0.018,0.574,10,8.19,8.19,2396,0.005425709515859766,positive
Autism,mixed,2023,like,unigram,10,0.77225,0.08024999999999999,-0.034499999999999996,10,7.7225,7.7225,2396,0.004173622704507512,positive
Autism,mixed,2023,include,unigram,16,0.45933333333333337,-0.18066666666666667,0.19333333333333336,15,7.349333333333334,7.349333333333334,2396,0.00667779632721202,positive
Autism,mixed,2023,family,unigram,8,0.8845000000000001,-0.4085,0.254,8,7.0760000000000005,7.0760000000000005,2396,0.00333889816360601,positive
Autism,mixed,2023,support,unigram,13,0.532,-0.08666666666666667,0.4093333333333333,12,6.916,6.916,2396,0.005425709515859766,positive
Autism,mixed,2023,person,unigram,11,0.515,-0.335,0.184,9,5.665,5.665,2396,0.004590984974958264,positive
Autism,mixed,2023,community,unigram,10,0.5625,-0.4465,0.45549999999999996,9,5.625,5.625,2396,0.004173622704507512,positive
Autism,mixed,2024,disorder,unigram,42,-0.675,0.53,-0.49400000000000005,35,-28.35,28.35,2075,0.020240963855421686,negative
Autism,mixed,2024,adhd,unigram,27,-0.484,-0.054,-0.072,25,-13.068,13.068,2075,0.013012048192771084,negative
Autism,mixed,2024,disability,unigram,12,-0.854,-0.036,-0.654,9,-10.248,10.248,2075,0.005783132530120482,negative
Autism,mixed,2024,of,unigram,66,-0.111,-0.119,-0.161,61,-7.3260000000000005,7.3260000000000005,2075,0.03180722891566265,negative
Autism,mixed,2024,dyslexia,unigram,6,-0.6670000000000001,-0.167,-0.7920000000000001,6,-4.002000000000001,4.002000000000001,2075,0.002891566265060241,negative
Autism,mixed,2024,anxiety,unigram,4,-0.708,0.73,-0.316,4,-2.832,2.832,2075,0.0019277108433734939,negative
Autism,mixed,2024,diagnose,unigram,6,-0.4555,-0.035500000000000004,0.01949999999999999,6,-2.733,2.733,2075,0.002891566265060241,negative
Autism,mixed,2024,toxic,unigram,3,-0.908,0.77,-0.241,2,-2.724,2.724,2075,0.0014457831325301205,negative
Autism,mixed,2024,spectrum,unigram,7,-0.376,0.4,0.054,7,-2.632,2.632,2075,0.0033734939759036144,negative
Autism,mixed,2024,learn disability,mwe,5,-0.5,0.174,-0.656,5,-2.5,2.5,2075,0.0024096385542168677,negative
Autism,mixed,2024,child,unigram,37,0.7689999999999999,-0.0020000000000000018,-0.152,32,28.452999999999996,28.452999999999996,2075,0.01783132530120482,positive
Autism,mixed,2024,with,unigram,93,0.148,-0.11900000000000001,0.05,81,13.764,13.764,2075,0.04481927710843373,positive
Autism,mixed,2024,have,unigram,26,0.514,-0.222,0.186,22,13.364,13.364,2075,0.01253012048192771,positive
Autism,mixed,2024,family,unigram,12,0.8845000000000001,-0.4084999999999999,0.254,11,10.614,10.614,2075,0.005783132530120482,positive
Autism,mixed,2024,support,unigram,16,0.532,-0.08666666666666667,0.4093333333333333,16,8.512,8.512,2075,0.0077108433734939755,positive
Autism,mixed,2024,like,unigram,10,0.77225,0.08024999999999999,-0.034499999999999996,10,7.7225,7.7225,2075,0.004819277108433735,positive
Autism,mixed,2024,individual,unigram,25,0.254,-0.3459999999999999,0.066,22,6.35,6.35,2075,0.012048192771084338,positive
Autism,mixed,2024,include,unigram,13,0.45933333333333337,-0.1806666666666667,0.19333333333333336,12,5.971333333333334,5.971333333333334,2075,0.006265060240963855,positive
Autism,mixed,2024,people,unigram,30,0.198,-0.15000000000000002,0.179,25,5.94,5.94,2075,0.014457831325301205,positive
Autism,mixed,2024,adult,unigram,9,0.63,-0.018,0.574,7,5.67,5.67,2075,0.004337349397590362,positive
Autism,mixed,2025,disorder,unigram,36,-0.675,0.53,-0.494,34,-24.3,24.3,2294,0.015693112467306015,negative
Autism,mixed,2025,disability,unigram,10,-0.8539999999999999,-0.036,-0.654,9,-8.54,8.54,2294,0.004359197907585004,negative
Autism,mixed,2025,of,unigram,74,-0.111,-0.119,-0.161,61,-8.214,8.214,2294,0.03225806451612903,negative
Autism,mixed,2025,adhd,unigram,14,-0.484,-0.054,-0.072,14,-6.776,6.776,2294,0.006102877070619006,negative
Autism,mixed,2025,diagnose,unigram,11,-0.4555,-0.035500000000000004,0.01949999999999999,10,-5.0105,5.0105,2294,0.004795117698343505,negative
Autism,mixed,2025,epidemic,unigram,6,-0.816,0.66,0.222,6,-4.896,4.896,2294,0.0026155187445510027,negative
Autism,mixed,2025,disappear,unigram,7,-0.6900000000000001,-0.132,-0.271,7,-4.83,4.83,2294,0.003051438535309503,negative
Autism,mixed,2025,anxiety,unigram,6,-0.7079999999999999,0.73,-0.316,5,-4.247999999999999,4.247999999999999,2294,0.0026155187445510027,negative
Autism,mixed,2025,spectrum,unigram,9,-0.376,0.4,0.054,8,-3.384,3.384,2294,0.003923278116826504,negative
Autism,mixed,2025,challenge,unigram,10,-0.3225,0.7555000000000001,0.1295,10,-3.225,3.225,2294,0.004359197907585004,negative
Autism,mixed,2025,child,unigram,49,0.7689999999999999,-0.0020000000000000018,-0.152,42,37.681,37.681,2294,0.021360069747166522,positive
Autism,mixed,2025,support,unigram,30,0.532,-0.08666666666666667,0.4093333333333333,19,15.96,15.96,2294,0.013077593722755012,positive
Autism,mixed,2025,with,unigram,105,0.148,-0.119,0.05,87,15.54,15.54,2294,0.045771578029642546,positive
Autism,mixed,2025,have,unigram,20,0.514,-0.22200000000000003,0.186,19,10.280000000000001,10.280000000000001,2294,0.008718395815170008,positive
Autism,mixed,2025,understand,unigram,14,0.6033333333333334,-0.254,0.3453333333333333,13,8.446666666666667,8.446666666666667,2294,0.006102877070619006,positive
Autism,mixed,2025,family,unigram,8,0.8845000000000001,-0.4085,0.254,8,7.0760000000000005,7.0760000000000005,2294,0.0034873583260680036,positive
Autism,mixed,2025,individual,unigram,27,0.254,-0.346,0.066,19,6.8580000000000005,6.8580000000000005,2294,0.011769834350479512,positive
Autism,mixed,2025,parent,unigram,10,0.624,-0.286,0.72,9,6.24,6.24,2294,0.004359197907585004,positive
Autism,mixed,2025,social,unigram,10,0.612,-0.26,0.22800000000000004,9,6.12,6.12,2294,0.004359197907585004,positive
Autism,mixed,2025,development,unigram,9,0.654,0.0,0.592,9,5.886,5.886,2294,0.003923278116826504,positive
Autism,mixed,2026,disorder,unigram,12,-0.6750000000000002,0.53,-0.494,10,-8.100000000000001,8.100000000000001,762,0.015748031496062992,negative
Autism,mixed,2026,adhd,unigram,13,-0.484,-0.054,-0.072,11,-6.292,6.292,762,0.01706036745406824,negative
Autism,mixed,2026,disability,unigram,7,-0.854,-0.036,-0.654,5,-5.978,5.978,762,0.009186351706036745,negative
Autism,mixed,2026,anxiety,unigram,3,-0.7079999999999999,0.73,-0.316,3,-2.1239999999999997,2.1239999999999997,762,0.003937007874015748,negative
Autism,mixed,2026,difficulty,unigram,2,-0.7949999999999999,0.45949999999999996,-0.364,2,-1.5899999999999999,1.5899999999999999,762,0.0026246719160104987,negative
Autism,mixed,2026,of,unigram,13,-0.111,-0.119,-0.161,13,-1.443,1.443,762,0.01706036745406824,negative
Autism,mixed,2026,diagnose,unigram,3,-0.4555,-0.035500000000000004,0.01949999999999999,3,-1.3665,1.3665,762,0.003937007874015748,negative
Autism,mixed,2026,dyslexia,unigram,2,-0.667,-0.167,-0.792,2,-1.334,1.334,762,0.0026246719160104987,negative
Autism,mixed,2026,delay,unigram,2,-0.608,0.0,-0.5934999999999999,2,-1.216,1.216,762,0.0026246719160104987,negative
Autism,mixed,2026,autism,unigram,2,-0.53,0.0,-0.106,2,-1.06,1.06,762,0.0026246719160104987,negative
Autism,mixed,2026,child,unigram,23,0.7689999999999999,-0.0020000000000000018,-0.152,20,17.686999999999998,17.686999999999998,762,0.030183727034120734,positive
Autism,mixed,2026,family,unigram,7,0.8845000000000001,-0.4085,0.254,7,6.1915000000000004,6.1915000000000004,762,0.009186351706036745,positive
Autism,mixed,2026,have,unigram,9,0.514,-0.222,0.186,9,4.626,4.626,762,0.011811023622047244,positive
Autism,mixed,2026,with,unigram,31,0.148,-0.11900000000000001,0.05,25,4.588,4.588,762,0.04068241469816273,positive
Autism,mixed,2026,adult,unigram,6,0.63,-0.018,0.574,6,3.7800000000000002,3.7800000000000002,762,0.007874015748031496,positive
Autism,mixed,2026,support,unigram,7,0.532,-0.08666666666666667,0.40933333333333327,4,3.724,3.724,762,0.009186351706036745,positive
Autism,mixed,2026,like,unigram,4,0.77225,0.08024999999999999,-0.034499999999999996,3,3.089,3.089,762,0.005249343832020997,positive
Autism,mixed,2026,son,unigram,5,0.584,-0.27,0.05600000000000001,5,2.92,2.92,762,0.006561679790026247,positive
Autism,mixed,2026,kid,unigram,6,0.4793333333333334,0.052,-0.21866666666666668,4,2.8760000000000003,2.8760000000000003,762,0.007874015748031496,positive
Autism,mixed,2026,assessment,unigram,5,0.5,0.246,0.316,3,2.5,2.5,762,0.006561679790026247,positive
Autism,substantive_core_overall,2014,disorder,unigram,766,-0.675,0.53,-0.494,597,-517.0500000000001,517.0500000000001,30493,0.025120519463483423,negative
Autism,substantive_core_overall,2014,disability,unigram,148,-0.854,-0.036,-0.654,130,-126.392,126.392,30493,0.0048535729511691205,negative
Autism,substantive_core_overall,2014,of,unigram,1057,-0.111,-0.119,-0.161,835,-117.327,117.327,30493,0.03466369330666055,negative
Autism,substantive_core_overall,2014,diagnose,unigram,154,-0.4555,-0.035500000000000004,0.01949999999999999,140,-70.147,70.147,30493,0.005050339422162464,negative
Autism,substantive_core_overall,2014,schizophrenia,unigram,71,-0.816,0.76,-0.13,58,-57.93599999999999,57.93599999999999,30493,0.002328403240087889,negative
Autism,substantive_core_overall,2014,spectrum,unigram,137,-0.376,0.4,0.054,123,-51.512,51.512,30493,0.004492834421014659,negative
Autism,substantive_core_overall,2014,disease,unigram,60,-0.8360000000000001,0.049,-0.533,50,-50.160000000000004,50.160000000000004,30493,0.001967664709933427,negative
Autism,substantive_core_overall,2014,syndrome,unigram,84,-0.542,0.02,-0.508,80,-45.528000000000006,45.528000000000006,30493,0.0027547305939067982,negative
Autism,substantive_core_overall,2014,problem,unigram,45,-0.876,0.288,-0.17,42,-39.42,39.42,30493,0.0014757485324500706,negative
Autism,substantive_core_overall,2014,adhd,unigram,76,-0.484,-0.054,-0.072,72,-36.784,36.784,30493,0.002492375299249008,negative
Autism,substantive_core_overall,2014,child,unigram,783,0.7689999999999999,-0.0020000000000000018,-0.152,638,602.127,602.127,30493,0.025678024464631227,positive
Autism,substantive_core_overall,2014,have,unigram,665,0.514,-0.222,0.186,576,341.81,341.81,30493,0.02180828386842882,positive
Autism,substantive_core_overall,2014,with,unigram,1176,0.148,-0.119,0.05,904,174.048,174.048,30493,0.038566228314695174,positive
Autism,substantive_core_overall,2014,developmental,unigram,131,0.704,0.667,0.292,117,92.22399999999999,92.22399999999999,30493,0.004296067950021317,positive
Autism,substantive_core_overall,2014,family,unigram,87,0.8845000000000001,-0.4085,0.254,77,76.95150000000001,76.95150000000001,30493,0.0028531138294034695,positive
Autism,substantive_core_overall,2014,to,unigram,633,0.10999999999999999,-0.095,-0.167,553,69.63,69.63,30493,0.02075886268979766,positive
Autism,substantive_core_overall,2014,son,unigram,110,0.584,-0.27,0.056,101,64.24,64.24,30493,0.003607385301544617,positive
Autism,substantive_core_overall,2014,parent,unigram,97,0.624,-0.286,0.7200000000000001,94,60.528,60.528,30493,0.0031810579477257075,positive
Autism,substantive_core_overall,2014,be,unigram,1165,0.04857142857142858,-0.1867142857142857,0.028285714285714286,928,56.585714285714296,56.585714285714296,30493,0.03820548978454071,positive
Autism,substantive_core_overall,2014,like,unigram,68,0.77225,0.08024999999999999,-0.034499999999999996,66,52.513,52.513,30493,0.0022300200045912177,positive
Autism,substantive_core_overall,2015,disorder,unigram,608,-0.675,0.53,-0.49399999999999994,495,-410.40000000000003,410.40000000000003,23348,0.02604077437039575,negative
Autism,substantive_core_overall,2015,disability,unigram,110,-0.854,-0.036,-0.654,97,-93.94,93.94,23348,0.004711324310433442,negative
Autism,substantive_core_overall,2015,of,unigram,781,-0.111,-0.119,-0.161,618,-86.691,86.691,23348,0.03345040260407744,negative
Autism,substantive_core_overall,2015,diagnose,unigram,106,-0.4555,-0.035500000000000004,0.01949999999999999,99,-48.283,48.283,23348,0.004540003426417681,negative
Autism,substantive_core_overall,2015,disease,unigram,53,-0.8360000000000001,0.049,-0.533,49,-44.30800000000001,44.30800000000001,23348,0.0022700017132088403,negative
Autism,substantive_core_overall,2015,spectrum,unigram,111,-0.376,0.4000000000000001,0.054,95,-41.736,41.736,23348,0.004754154531437382,negative
Autism,substantive_core_overall,2015,syndrome,unigram,76,-0.542,0.02,-0.508,66,-41.192,41.192,23348,0.003255096796299469,negative
Autism,substantive_core_overall,2015,adhd,unigram,80,-0.484,-0.054000000000000006,-0.072,77,-38.72,38.72,23348,0.0034264176803152305,negative
Autism,substantive_core_overall,2015,problem,unigram,38,-0.8759999999999999,0.288,-0.17,36,-33.288,33.288,23348,0.0016275483981497345,negative
Autism,substantive_core_overall,2015,cancer,unigram,33,-0.896,0.388,0.058,32,-29.568,29.568,23348,0.0014133972931300324,negative
Autism,substantive_core_overall,2015,child,unigram,620,0.7689999999999999,-0.0020000000000000018,-0.152,502,476.7799999999999,476.7799999999999,23348,0.026554737022443035,positive
Autism,substantive_core_overall,2015,have,unigram,453,0.514,-0.222,0.186,397,232.842,232.842,23348,0.01940209011478499,positive
Autism,substantive_core_overall,2015,with,unigram,966,0.148,-0.119,0.05,744,142.968,142.968,23348,0.04137399348980641,positive
Autism,substantive_core_overall,2015,developmental,unigram,89,0.704,0.667,0.292,82,62.656,62.656,23348,0.003811889669350694,positive
Autism,substantive_core_overall,2015,to,unigram,539,0.11,-0.095,-0.167,431,59.29,59.29,23348,0.023085489121123865,positive
Autism,substantive_core_overall,2015,family,unigram,54,0.8845000000000001,-0.4085,0.254,50,47.763000000000005,47.763000000000005,23348,0.0023128319342127805,positive
Autism,substantive_core_overall,2015,son,unigram,78,0.584,-0.27,0.056,76,45.552,45.552,23348,0.0033407572383073497,positive
Autism,substantive_core_overall,2015,include,unigram,99,0.45933333333333337,-0.18066666666666667,0.19333333333333333,94,45.474000000000004,45.474000000000004,23348,0.004240191879390098,positive
Autism,substantive_core_overall,2015,like,unigram,58,0.77225,0.08024999999999999,-0.034499999999999996,54,44.7905,44.7905,23348,0.002484152818228542,positive
Autism,substantive_core_overall,2015,may,unigram,107,0.408,-0.454,-0.51,93,43.656,43.656,23348,0.00458283364742162,positive
Autism,substantive_core_overall,2016,disorder,unigram,697,-0.675,0.53,-0.494,533,-470.475,470.475,26734,0.026071669035684895,negative
Autism,substantive_core_overall,2016,disability,unigram,136,-0.854,-0.036,-0.654,124,-116.14399999999999,116.14399999999999,26734,0.005087154933792175,negative
Autism,substantive_core_overall,2016,of,unigram,962,-0.111,-0.119,-0.161,749,-106.782,106.782,26734,0.03598414004638288,negative
Autism,substantive_core_overall,2016,adhd,unigram,117,-0.484,-0.054,-0.072,110,-56.628,56.628,26734,0.004376449465100621,negative
Autism,substantive_core_overall,2016,diagnose,unigram,120,-0.4555,-0.035500000000000004,0.019499999999999993,111,-54.660000000000004,54.660000000000004,26734,0.004488666118051919,negative
Autism,substantive_core_overall,2016,spectrum,unigram,135,-0.376,0.4,0.054,121,-50.76,50.76,26734,0.005049749382808409,negative
Autism,substantive_core_overall,2016,syndrome,unigram,85,-0.542,0.02,-0.508,76,-46.07,46.07,26734,0.0031794718336201093,negative
Autism,substantive_core_overall,2016,disease,unigram,52,-0.8360000000000001,0.049,-0.533,45,-43.472,43.472,26734,0.0019450886511558315,negative
Autism,substantive_core_overall,2016,schizophrenia,unigram,51,-0.816,0.76,-0.13,42,-41.616,41.616,26734,0.0019076831001720656,negative
Autism,substantive_core_overall,2016,cancer,unigram,37,-0.896,0.388,0.057999999999999996,32,-33.152,33.152,26734,0.0013840053863993416,negative
Autism,substantive_core_overall,2016,child,unigram,685,0.769,-0.0020000000000000018,-0.152,547,526.765,526.765,26734,0.025622802423879702,positive
Autism,substantive_core_overall,2016,have,unigram,496,0.514,-0.222,0.186,434,254.94400000000002,254.94400000000002,26734,0.018553153287947932,positive
Autism,substantive_core_overall,2016,with,unigram,1223,0.148,-0.11900000000000001,0.05,934,181.004,181.004,26734,0.045746988853145806,positive
Autism,substantive_core_overall,2016,family,unigram,91,0.8845000000000001,-0.4085,0.254,89,80.4895,80.4895,26734,0.003403905139522705,positive
Autism,substantive_core_overall,2016,like,unigram,89,0.77225,0.08024999999999999,-0.034499999999999996,87,68.73025,68.73025,26734,0.0033290940375551733,positive
Autism,substantive_core_overall,2016,developmental,unigram,96,0.7040000000000001,0.6670000000000001,0.292,88,67.584,67.584,26734,0.003590932894441535,positive
Autism,substantive_core_overall,2016,to,unigram,586,0.10999999999999999,-0.095,-0.167,494,64.46,64.46,26734,0.02191965287648687,positive
Autism,substantive_core_overall,2016,son,unigram,89,0.584,-0.27,0.056,80,51.976,51.976,26734,0.0033290940375551733,positive
Autism,substantive_core_overall,2016,parent,unigram,79,0.624,-0.286,0.72,72,49.296,49.296,26734,0.0029550385277175135,positive
Autism,substantive_core_overall,2016,include,unigram,107,0.45933333333333337,-0.18066666666666667,0.19333333333333333,102,49.14866666666667,49.14866666666667,26734,0.004002393955262961,positive
Autism,substantive_core_overall,2017,disorder,unigram,615,-0.675,0.53,-0.494,476,-415.125,415.125,25055,0.024545998802634205,negative
Autism,substantive_core_overall,2017,disability,unigram,120,-0.854,-0.036,-0.654,107,-102.48,102.48,25055,0.004789463181001796,negative
Autism,substantive_core_overall,2017,of,unigram,830,-0.111,-0.119,-0.161,675,-92.13,92.13,25055,0.033127120335262425,negative
Autism,substantive_core_overall,2017,diagnose,unigram,131,-0.4555,-0.035500000000000004,0.01949999999999999,126,-59.670500000000004,59.670500000000004,25055,0.00522849730592696,negative
Autism,substantive_core_overall,2017,adhd,unigram,119,-0.484,-0.054,-0.072,105,-57.596,57.596,25055,0.004749550987826781,negative
Autism,substantive_core_overall,2017,spectrum,unigram,132,-0.376,0.4,0.054,118,-49.632,49.632,25055,0.005268409499101976,negative
Autism,substantive_core_overall,2017,disease,unigram,52,-0.8360000000000001,0.049,-0.533,48,-43.472,43.472,25055,0.0020754340451007783,negative
Autism,substantive_core_overall,2017,schizophrenia,unigram,48,-0.816,0.7600000000000001,-0.13,40,-39.168,39.168,25055,0.0019157852724007184,negative
Autism,substantive_core_overall,2017,depression,unigram,41,-0.938,0.04,-0.536,39,-38.458,38.458,25055,0.0016363999201756136,negative
Autism,substantive_core_overall,2017,syndrome,unigram,66,-0.542,0.02,-0.508,54,-35.772000000000006,35.772000000000006,25055,0.002634204749550988,negative
Autism,substantive_core_overall,2017,child,unigram,628,0.7689999999999999,-0.0020000000000000018,-0.152,505,482.93199999999996,482.93199999999996,25055,0.025064857313909398,positive
Autism,substantive_core_overall,2017,have,unigram,512,0.514,-0.222,0.186,449,263.168,263.168,25055,0.020435042905607662,positive
Autism,substantive_core_overall,2017,with,unigram,1111,0.148,-0.11900000000000001,0.05,868,164.428,164.428,25055,0.044342446617441626,positive
Autism,substantive_core_overall,2017,developmental,unigram,99,0.704,0.667,0.292,95,69.696,69.696,25055,0.003951307124326482,positive
Autism,substantive_core_overall,2017,family,unigram,74,0.8845000000000001,-0.4085,0.254,67,65.453,65.453,25055,0.0029535022949511076,positive
Autism,substantive_core_overall,2017,to,unigram,562,0.11,-0.095,-0.167,486,61.82,61.82,25055,0.022430652564358413,positive
Autism,substantive_core_overall,2017,parent,unigram,94,0.624,-0.286,0.72,87,58.656,58.656,25055,0.0037517461584514068,positive
Autism,substantive_core_overall,2017,son,unigram,94,0.584,-0.27,0.056,83,54.895999999999994,54.895999999999994,25055,0.0037517461584514068,positive
Autism,substantive_core_overall,2017,include,unigram,111,0.45933333333333337,-0.1806666666666667,0.19333333333333333,104,50.986000000000004,50.986000000000004,25055,0.004430253442426662,positive
Autism,substantive_core_overall,2017,be,unigram,955,0.04857142857142858,-0.1867142857142857,0.028285714285714286,752,46.38571428571429,46.38571428571429,25055,0.03811614448213929,positive
Autism,substantive_core_overall,2018,disorder,unigram,626,-0.675,0.53,-0.49399999999999994,489,-422.55,422.55,24188,0.02588060195138085,negative
Autism,substantive_core_overall,2018,disability,unigram,126,-0.854,-0.036,-0.654,115,-107.604,107.604,24188,0.005209194641971226,negative
Autism,substantive_core_overall,2018,of,unigram,792,-0.111,-0.119,-0.161,636,-87.912,87.912,24188,0.03274350917810485,negative
Autism,substantive_core_overall,2018,adhd,unigram,133,-0.484,-0.054,-0.072,114,-64.372,64.372,24188,0.00549859434430296,negative
Autism,substantive_core_overall,2018,spectrum,unigram,161,-0.376,0.4,0.05399999999999999,128,-60.536,60.536,24188,0.006656193153629899,negative
Autism,substantive_core_overall,2018,diagnose,unigram,110,-0.4555,-0.035500000000000004,0.01949999999999999,103,-50.105000000000004,50.105000000000004,24188,0.004547709608070117,negative
Autism,substantive_core_overall,2018,disease,unigram,52,-0.8360000000000001,0.049,-0.533,52,-43.472,43.472,24188,0.002149826360178601,negative
Autism,substantive_core_overall,2018,difficulty,unigram,42,-0.795,0.45949999999999996,-0.364,37,-33.39,33.39,24188,0.0017363982139904084,negative
