lsc_year,analysis_unit,frame_stratum,flags,context_rows,documents,matched_token_coverage,context_match_coverage,top_collocate,top_collocate_share
2026,ADHD,mixed,small_frame_year_cell,44,38,0.5283582089552239,1.0,be,0.04519774011299435
