analysis_unit,frame_stratum,frame_label,period,period_order,period_start,period_end,contribution_direction,rank,collocate,collocate_type,same_target_vocabulary_collocate,other_target_vocabulary_collocate,occurrences,documents,valence,weighted_valence_contribution,valence_contribution_to_cell_mean,match_share,total_matches_for_cell,total_documents_for_cell,valence_mean_for_cell
ADHD,substantive_core_overall,Overall,2022-2026,3,2022,2026,positive,2,like,unigram,False,False,228,217,0.77225,176.073,0.009940887533875339,0.012872628726287264,17712,3215,0.09546163994278832
ADHD,substantive_core_overall,Overall,2022-2026,3,2022,2026,positive,3,adult,unigram,False,False,178,139,0.63,112.14,0.00633130081300813,0.010049683830171635,17712,3215,0.09546163994278832
ADHD,substantive_core_overall,Overall,2022-2026,3,2022,2026,positive,4,include,unigram,False,False,179,173,0.45933333333333337,82.22066666666667,0.004642088226437821,0.010106142728093948,17712,3215,0.09546163994278832
ADHD,substantive_core_overall,Overall,2022-2026,3,2022,2026,positive,5,add,unigram,True,False,235,198,0.29000000000000004,68.15,0.003847673893405601,0.01326784101174345,17712,3215,0.09546163994278832
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,negative,1,disorder,unigram,False,False,314,272,-0.675,-211.95000000000002,-0.013575225773393968,0.020111445590213283,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,negative,2,depression,unigram,False,False,198,188,-0.938,-185.724,-0.011895471722282712,0.012681739575994364,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,negative,3,autism,unigram,False,True,344,316,-0.53,-182.32000000000002,-0.011677448280279256,0.022032921283545764,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,negative,4,anxiety,unigram,False,False,179,168,-0.708,-126.732,-0.008117081918913726,0.011464804970217127,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,negative,5,problem,unigram,False,False,135,129,-0.876,-118.26,-0.0075744571831166336,0.008646640619996157,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,positive,1,child,unigram,False,False,618,522,0.7689999999999999,475.24199999999996,0.030438865048357137,0.039582399282649075,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,positive,2,adult,unigram,False,False,200,151,0.63,126.0,0.008070197911996414,0.012809837955549862,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,positive,3,add,unigram,True,False,423,366,0.29000000000000004,122.67000000000002,0.007856914110036509,0.027092807275987958,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,positive,4,include,unigram,False,False,188,183,0.45933333333333337,86.35466666666667,0.005530946433527617,0.012041247678216871,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2014-2017,1,2014,2017,positive,5,like,unigram,False,False,109,101,0.7722500000000001,84.17525,0.005391356561839493,0.006981361685774675,15613,3073,0.0541557067828092
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,negative,1,disorder,unigram,False,False,337,294,-0.675,-227.47500000000002,-0.016392231750378326,0.024284787778338257,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,negative,2,depression,unigram,False,False,221,209,-0.9380000000000001,-207.298,-0.014938243136124523,0.01592563234128414,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,negative,3,autism,unigram,False,True,379,340,-0.53,-200.87,-0.01447503062621604,0.027311378540030264,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,negative,4,anxiety,unigram,False,False,227,222,-0.708,-160.71599999999998,-0.011581465734668875,0.016358002450097282,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,negative,5,diagnose,unigram,False,False,173,151,-0.4555,-78.8015,-0.005678568854939829,0.012466671470778987,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,positive,1,child,unigram,False,False,445,387,0.769,342.205,0.02465986884773366,0.03206744973697485,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,positive,2,like,unigram,False,False,164,153,0.77225,126.649,0.009126540318512648,0.011818116307559271,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,positive,3,add,unigram,True,False,380,293,0.29000000000000004,110.20000000000002,0.007941197665201414,0.027383440224832457,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,positive,4,include,unigram,False,False,168,163,0.45933333333333337,77.168,0.00556085609281545,0.012106363046768034,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,positive,5,adult,unigram,False,False,120,93,0.63,75.6,0.005447863371045614,0.008647402176262881,13877,2742,0.027381428502798396
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,negative,1,depression,unigram,False,False,194,179,-0.938,-181.97199999999998,-0.016129409679134902,0.01719553270696685,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,negative,2,autism,unigram,False,True,334,281,-0.53,-177.02,-0.015690480411274597,0.029604680021272825,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,negative,3,disorder,unigram,False,False,230,208,-0.675,-155.25,-0.013760858003900018,0.0203864563020741,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,negative,4,anxiety,unigram,False,False,208,193,-0.708,-147.26399999999998,-0.01305300478638539,0.01843644743839745,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,negative,5,diagnose,unigram,False,False,125,118,-0.4555,-56.9375,-0.005046755894344974,0.01107959581634462,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,positive,1,child,unigram,False,False,314,263,0.7689999999999999,241.46599999999998,0.021402765467115756,0.027831944690657685,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,positive,2,like,unigram,False,False,142,135,0.77225,109.6595,0.009719863499379542,0.012586420847367488,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,positive,3,adult,unigram,False,False,102,82,0.63,64.26,0.005695798617266443,0.00904095018613721,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,positive,4,include,unigram,False,False,129,127,0.45933333333333337,59.254000000000005,0.005252082964013473,0.011434142882467647,11282,2088,0.061242784967204394
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,positive,5,add,unigram,True,False,188,163,0.29000000000000004,54.52000000000001,0.004832476511256871,0.016663712107782308,11282,2088,0.061242784967204394
