analysis_unit,frame_stratum,frame_label,period,period_order,period_start,period_end,contribution_direction,rank,collocate,collocate_type,content_lemmas,same_target_vocabulary_collocate,other_target_vocabulary_collocate,occurrences,documents,arousal,weighted_arousal_contribution,arousal_contribution_to_filtered_mean,match_share,total_filtered_matches_for_cell,total_filtered_documents_for_cell,filtered_arousal_mean
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,arousal_lowering,5,include,unigram,include,False,False,305,286,-0.18066666666666667,-55.10333333333333,-0.0015864835555043713,0.008781274292459621,34733,5698,0.021785692281115945
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,arousal_raising,1,disorder,unigram,disorder,False,False,2103,1627,0.53,1114.5900000000001,0.03209023119223793,0.060547606023090436,34733,5698,0.021785692281115945
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,arousal_raising,2,developmental,unigram,developmental,False,False,303,282,0.667,202.101,0.0058187026746897765,0.008723692165951688,34733,5698,0.021785692281115945
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,arousal_raising,3,schizophrenia,unigram,schizophrenia,False,False,192,161,0.7600000000000001,145.92000000000002,0.004201191950018715,0.005527884144761466,34733,5698,0.021785692281115945
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,arousal_raising,4,risk,unigram,risk,False,False,167,146,0.632,105.544,0.0030387239800765842,0.004808107563412317,34733,5698,0.021785692281115945
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,arousal_raising,5,spectrum,unigram,spectrum,True,False,261,234,0.4,104.4,0.0030057870037140475,0.007514467509285118,34733,5698,0.021785692281115945
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,1,link,unigram,link,False,False,141,129,-0.4719999999999999,-66.55199999999999,-0.002622222222222222,0.005555555555555556,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,2,individual,unigram,individual,False,False,152,137,-0.346,-52.592,-0.0020721828211189915,0.005988967691095351,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,3,center,unigram,center,False,False,91,74,-0.538,-48.958000000000006,-0.0019289992119779357,0.0035855003940110323,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,4,include,unigram,include,False,False,270,256,-0.18066666666666667,-48.78,-0.001921985815602837,0.010638297872340425,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,5,patient,unigram,patient,False,False,72,70,-0.614,-44.208,-0.0017418439716312057,0.0028368794326241137,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,1,disorder,unigram,disorder,False,False,1756,1352,0.53,930.6800000000001,0.03666981875492514,0.06918833727344366,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,2,developmental,unigram,developmental,False,False,219,202,0.667,146.073,0.005755437352245863,0.008628841607565012,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,3,spectrum,unigram,spectrum,True,False,268,227,0.4,107.2,0.004223798266351458,0.010559495665878644,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,4,schizophrenia,unigram,schizophrenia,False,False,117,108,0.76,88.92,0.00350354609929078,0.004609929078014184,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,5,hyperactivity,unigram,hyperactivity,False,True,75,73,1.0,75.0,0.002955082742316785,0.002955082742316785,25380,4319,0.02978169490412399
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,1,individual,unigram,individual,False,False,237,197,-0.346,-82.002,-0.004587781134608929,0.013259483048002686,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,2,therapy,unigram,therapy,False,False,130,108,-0.294,-38.22,-0.002138301443437395,0.007273134161351684,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,3,link,unigram,link,False,False,78,74,-0.4719999999999999,-36.815999999999995,-0.0020597515944947966,0.00436388049681101,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,4,include,unigram,include,False,False,179,167,-0.18066666666666667,-32.339333333333336,-0.0018092946924769685,0.010014546268322704,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,5,treatment,unigram,treatment,False,False,134,120,-0.228,-30.552,-0.0017092984222893588,0.007496922904777889,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,1,disorder,unigram,disorder,False,False,1316,987,0.53,697.48,0.039022043191227485,0.07362649658722166,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,2,developmental,unigram,developmental,False,False,186,178,0.667,124.06200000000001,0.006940919771735482,0.010406176569318564,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,3,schizophrenia,unigram,schizophrenia,False,False,81,71,0.76,61.56,0.003444108761329305,0.004531722054380665,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,4,anxiety,unigram,anxiety,False,False,81,77,0.73,59.129999999999995,0.003308157099697885,0.004531722054380665,17874,2913,0.033987016523068896
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,5,hyperactivity,unigram,hyperactivity,False,True,55,54,1.0,55.0,0.0030770952221103277,0.0030770952221103277,17874,2913,0.033987016523068896
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,1,son,unigram,son,False,False,262,244,-0.27,-70.74000000000001,-0.004217995349114543,0.01562220499672053,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,2,family,unigram,family,False,False,136,129,-0.4085,-55.556,-0.0033126229801442963,0.008109236181503787,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,3,people,unigram,people,False,False,324,264,-0.15000000000000002,-48.60000000000001,-0.0028978594001550302,0.019319062667700195,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,4,parent,unigram,parent,False,False,139,129,-0.286,-39.754,-0.002370401287937511,0.0082881163913899,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,5,year old,mwe,year | old,False,False,181,164,-0.21900000000000003,-39.639,-0.0023635442132252105,0.01079243932979548,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,1,disorder,unigram,disorder,False,False,278,245,0.53,147.34,0.008785403374873293,0.0165762327827798,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,2,boy,unigram,boy,False,False,139,134,0.593,82.42699999999999,0.0049148530200942096,0.0082881163913899,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,3,spectrum,unigram,spectrum,True,False,178,166,0.4,71.2,0.004245423647963747,0.010613559119909367,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,4,challenge,unigram,challenge,False,False,58,54,0.7555000000000001,43.819,0.0026127839723331945,0.00345835072446485,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,5,developmental,unigram,developmental,False,False,57,52,0.6670000000000001,38.019000000000005,0.0022669488998867094,0.0033987239878361455,16771,3531,-0.024108497803748536
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,1,people,unigram,people,False,False,418,344,-0.15000000000000002,-62.70000000000001,-0.004158928097638632,0.027726187317590873,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,2,son,unigram,son,False,False,216,201,-0.27,-58.32000000000001,-0.0038684001061289473,0.01432740780047758,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,3,family,unigram,family,False,False,103,95,-0.4085,-42.0755,-0.002790892809763863,0.006832050941894402,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,4,individual,unigram,individual,False,False,121,108,-0.346,-41.866,-0.002776996550809233,0.0080260015919342,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,5,day,unigram,day,False,False,69,43,-0.462,-31.878,-0.0021144866012204827,0.004576810825152561,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,1,disorder,unigram,disorder,False,False,253,229,0.53,134.09,0.00889426903687981,0.016781639692226055,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,2,challenge,unigram,challenge,False,False,69,68,0.7555000000000001,52.12950000000001,0.00345778057840276,0.004576810825152561,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,3,spectrum,unigram,spectrum,True,False,105,98,0.4,42.0,0.0027858848500928626,0.006964712125232157,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,4,boy,unigram,boy,False,False,65,62,0.593,38.545,0.0025567126558768906,0.004311488458477049,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,5,developmental,unigram,developmental,False,False,49,49,0.667,32.683,0.0021678827275139296,0.0032501989917750065,15076,3177,-0.028759085080038913
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,1,individual,unigram,individual,False,False,147,134,-0.346,-50.861999999999995,-0.004624238567142467,0.013364851350122739,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,2,people,unigram,people,False,False,303,244,-0.15000000000000002,-45.45000000000001,-0.004132193835803256,0.02754795890535503,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,3,family,unigram,family,False,False,97,90,-0.4085,-39.6245,-0.003602554777707064,0.008818983543958542,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,4,son,unigram,son,False,False,137,126,-0.27,-36.99,-0.003363033003000273,0.0124556777888899,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,5,community,unigram,community,False,False,55,49,-0.4465,-24.5575,-0.0022327029729975454,0.005000454586780617,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,1,dangerous,unigram,dangerous,False,False,170,170,0.882,149.94,0.013632148377125192,0.015455950540958269,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,2,obsession,unigram,obsession,False,False,171,171,0.694,118.67399999999999,0.010789526320574597,0.015546867897081552,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,3,disorder,unigram,disorder,False,False,166,145,0.53,87.98,0.007998908991726521,0.015092281116465133,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,4,challenge,unigram,challenge,False,False,43,39,0.7555,32.4865,0.0029535866896990637,0.003909446313301209,10999,2280,-0.005074193108464405
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,5,spectrum,unigram,spectrum,True,False,73,64,0.4,29.200000000000003,0.002654786798799891,0.006636966996999727,10999,2280,-0.005074193108464405
