lsc_year,analysis_unit,frame_stratum,term_role,target_group,arousal_mean,arousal_sd,valence_mean_for_reference,dominance_mean_for_reference,matched_vad_units,unique_collocates,documents_with_matches,context_rows,documents,candidate_collocate_tokens,matched_vad_units_coverage,matched_token_positions,contexts_with_vad_match,matched_token_coverage,context_match_coverage,small_cell_flag,bootstrap_repetitions,bootstrap_unit,arousal_bootstrap_mean,arousal_ci_low,arousal_ci_high,top5_collocate_share
2024,ADHD,clinical_only,target,ADHD,0.032133038165842946,0.3405734085626724,0.04922482152663372,0.044552100494233936,2428,790,452,704,457,2749,2428,2487,686,0.9046926154965442,0.9744318181818182,False,500,doc_id,0.032295730276984486,0.019145288057571427,0.04658753964187765,0.1326194398682043
2025,ADHD,clinical_only,target,ADHD,0.04057135217113666,0.3429365844225677,0.07596494252873563,0.062284786079182634,2088,739,374,578,380,2378,2088,2141,556,0.900336417157275,0.9619377162629758,False,500,doc_id,0.0401088099015995,0.023921635916535892,0.05612327944555823,0.11685823754789272
2026,ADHD,clinical_only,target,ADHD,0.022750688976377956,0.31898851535668926,0.07326909448818898,0.08183013451443569,1016,467,168,271,170,1174,1016,1043,267,0.8884156729131175,0.985239852398524,False,500,doc_id,0.023123175633166418,0.001668272631518616,0.044068550204674165,0.1141732283464567
2014,ADHD,lived_only,target,ADHD,-0.011800914520343412,0.3144113453337621,0.1345576334453154,0.0476025195968645,893,496,243,310,243,1041,893,923,308,0.8866474543707973,0.9935483870967742,False,500,doc_id,-0.01116266992599574,-0.0356563491550786,0.011147270450345283,0.11534154535274356
2015,ADHD,lived_only,target,ADHD,-0.02456793313069909,0.30000902061822865,0.1622654761904762,0.06253644883485308,658,372,167,216,169,755,658,681,214,0.9019867549668874,0.9907407407407407,False,500,doc_id,-0.023498798371500408,-0.04885619170945785,0.00200169006420476,0.11398176291793313
2016,ADHD,lived_only,target,ADHD,0.004452870563674324,0.30778102651824163,0.14817531315240084,0.07651649269311066,958,488,245,309,245,1109,958,989,305,0.8917944093778178,0.9870550161812298,False,500,doc_id,0.005130836801628953,-0.013519092511093957,0.026010220337946522,0.11899791231732776
2017,ADHD,lived_only,target,ADHD,-0.003465836940836939,0.32180445378580164,0.14530077561327562,0.04922402597402597,924,480,238,303,241,1073,924,963,299,0.8974836905871388,0.9867986798679867,False,500,doc_id,-0.0038064744338941873,-0.02461297130063966,0.018881086495595514,0.13095238095238096
2018,ADHD,lived_only,target,ADHD,0.00040307843137254984,0.31421467156587096,0.14443350980392158,0.0783453725490196,850,461,214,269,216,984,850,867,266,0.8810975609756098,0.9888475836431226,False,500,doc_id,0.0008245549376853173,-0.02173765404953671,0.024702611726024164,0.13529411764705884
2019,ADHD,lived_only,target,ADHD,0.02321679790026247,0.33103366148751867,0.1567577427821522,0.08428318335208099,889,438,220,299,223,1027,889,918,294,0.8938656280428432,0.9832775919732442,False,500,doc_id,0.022645361514993568,-0.0002265966157205166,0.04710263752157503,0.1327334083239595
2020,ADHD,lived_only,target,ADHD,0.005536050156739812,0.3261328967446828,0.14286764193660745,0.06846717171717172,957,482,235,312,240,1087,957,986,304,0.9070837166513339,0.9743589743589743,False,500,doc_id,0.005828336355611133,-0.015544828799330022,0.026164501708530123,0.12748171368861025
2021,ADHD,lived_only,target,ADHD,-0.0069304891304347825,0.3117080360618878,0.13006601449275362,0.0480788768115942,920,462,232,299,232,1044,920,944,296,0.9042145593869731,0.9899665551839465,False,500,doc_id,-0.00660008383418876,-0.028041384435285487,0.013149701237398075,0.125
2022,ADHD,lived_only,target,ADHD,0.004120622743682309,0.33393057888090566,0.16583593561973525,0.08185810770156439,1108,542,250,356,254,1277,1108,1136,348,0.889584964761159,0.9775280898876404,False,500,doc_id,0.003205367249877752,-0.01754832471578123,0.025362881178657225,0.11191335740072203
2023,ADHD,lived_only,target,ADHD,-0.012932621842760584,0.31532007077784197,0.17903745997865528,0.0883164176449662,937,470,214,299,216,1083,937,958,296,0.8845798707294552,0.9899665551839465,False,500,doc_id,-0.013445288351101209,-0.03497590843044386,0.011064845059821892,0.12593383137673425
2024,ADHD,lived_only,target,ADHD,0.00043687767886580993,0.3175745100028366,0.14184696669963734,0.09288671282558524,1011,502,225,313,227,1179,1011,1039,310,0.8812553011026294,0.9904153354632588,False,500,doc_id,0.00012311762395238974,-0.020949096130883034,0.02172533557692306,0.12858555885262116
2025,ADHD,lived_only,target,ADHD,0.0046405836753306,0.31083616888031984,0.18862731418148654,0.12910734154126766,731,386,143,216,148,863,731,746,206,0.8644264194669756,0.9537037037037037,False,500,doc_id,0.004824695625742937,-0.02124333300251167,0.03346143053538884,0.12585499316005472
2026,ADHD,lived_only,target,ADHD,0.020439227642276424,0.30125602059397605,0.10265813008130081,0.06812276422764228,410,240,76,109,76,465,410,421,109,0.9053763440860215,1.0,False,500,doc_id,0.020805734693437834,-0.012724467219385614,0.05932652171582853,0.14390243902439023
2014,ADHD,mixed,target,ADHD,-0.003134016636957813,0.31358334429854023,0.1262788770053476,0.0778510101010101,561,331,150,183,152,666,561,576,178,0.8648648648648649,0.9726775956284153,False,500,doc_id,-0.002682096546764579,-0.02962644971178692,0.024232573029086598,0.13368983957219252
2015,ADHD,mixed,target,ADHD,-0.021089833711262284,0.3081360510515591,0.08506050642479213,0.03342910052910053,441,266,108,128,109,494,441,457,127,0.9251012145748988,0.9921875,False,500,doc_id,-0.020884770925735707,-0.05371464259997783,0.011440007571769236,0.1292517006802721
2016,ADHD,mixed,target,ADHD,0.011147997835497837,0.31909795461875756,0.11027881493506493,0.0731243235930736,616,370,139,182,142,700,616,626,178,0.8942857142857142,0.978021978021978,False,500,doc_id,0.011067026360240387,-0.013080771160109606,0.039051257160521234,0.11525974025974026
2017,ADHD,mixed,target,ADHD,0.011572677165354331,0.3105465552727481,0.0857805249343832,0.033997034120734904,635,348,152,187,153,714,635,655,185,0.9173669467787114,0.9893048128342246,False,500,doc_id,0.012616177963845267,-0.013859321651904604,0.038835868084251594,0.13228346456692913
2018,ADHD,mixed,target,ADHD,0.037151111111111114,0.3244055965697265,0.04512597222222222,0.04045805555555555,600,332,150,182,152,670,600,616,179,0.9194029850746268,0.9835164835164835,False,500,doc_id,0.03730298485848575,0.00877243099693974,0.0694987318967181,0.14833333333333334
2019,ADHD,mixed,target,ADHD,0.001697265336289728,0.333845932459369,0.07650114560236512,0.03392753141167775,451,260,119,142,120,504,451,463,140,0.9186507936507936,0.9859154929577465,False,500,doc_id,0.0019743829681323913,-0.03670436215707323,0.036581848925892585,0.1419068736141907
