analysis_unit,frame_stratum,lsc_year,rank,neighbour,cosine_similarity,target_token,target_token_count,neighbour_token_count,contexts,documents,domains
Autism,substantive_core_overall,2014,5,support,0.4577009975910187,autism_concept,9306,492,4809,2858,2035
Autism,substantive_core_overall,2015,1,child,0.7394987940788269,autism_concept,6753,2357,3675,2251,1704
Autism,substantive_core_overall,2015,2,disorder,0.545282781124115,autism_concept,6753,1049,3675,2251,1704
Autism,substantive_core_overall,2015,3,people,0.45803433656692505,autism_concept,6753,831,3675,2251,1704
Autism,substantive_core_overall,2015,4,family,0.45629751682281494,autism_concept,6753,517,3675,2251,1704
Autism,substantive_core_overall,2015,5,help,0.44103240966796875,autism_concept,6753,554,3675,2251,1704
Autism,substantive_core_overall,2016,1,child,0.7064035534858704,autism_concept,7656,2613,4215,2550,2061
Autism,substantive_core_overall,2016,2,people,0.5348315238952637,autism_concept,7656,1017,4215,2550,2061
Autism,substantive_core_overall,2016,3,disorder,0.5147817134857178,autism_concept,7656,1182,4215,2550,2061
Autism,substantive_core_overall,2016,4,year,0.5084996223449707,autism_concept,7656,673,4215,2550,2061
Autism,substantive_core_overall,2016,5,parent,0.4815570116043091,autism_concept,7656,536,4215,2550,2061
Autism,substantive_core_overall,2017,1,child,0.6453501582145691,autism_concept,7169,2379,3978,2439,2080
Autism,substantive_core_overall,2017,2,people,0.5156607627868652,autism_concept,7169,976,3978,2439,2080
Autism,substantive_core_overall,2017,3,use,0.5116053819656372,autism_concept,7169,588,3978,2439,2080
Autism,substantive_core_overall,2017,4,disorder,0.5099599361419678,autism_concept,7169,961,3978,2439,2080
Autism,substantive_core_overall,2017,5,year,0.5016091465950012,autism_concept,7169,635,3978,2439,2080
Autism,substantive_core_overall,2018,1,child,0.6458824276924133,autism_concept,6934,2328,3814,2369,2046
Autism,substantive_core_overall,2018,2,people,0.6414194107055664,autism_concept,6934,1053,3814,2369,2046
Autism,substantive_core_overall,2018,3,disorder,0.5516423583030701,autism_concept,6934,987,3814,2369,2046
Autism,substantive_core_overall,2018,4,inattentiveness,0.5016509294509888,autism_concept,6934,14,3814,2369,2046
Autism,substantive_core_overall,2018,5,work,0.4854574501514435,autism_concept,6934,542,3814,2369,2046
Autism,substantive_core_overall,2019,1,child,0.7101013660430908,autism_concept,6407,2084,3451,2103,1898
Autism,substantive_core_overall,2019,2,disorder,0.5360273122787476,autism_concept,6407,783,3451,2103,1898
Autism,substantive_core_overall,2019,3,people,0.5066431164741516,autism_concept,6407,981,3451,2103,1898
Autism,substantive_core_overall,2019,4,family,0.4719175696372986,autism_concept,6407,520,3451,2103,1898
Autism,substantive_core_overall,2019,5,help,0.4718242585659027,autism_concept,6407,572,3451,2103,1898
Autism,substantive_core_overall,2020,1,child,0.6491842865943909,autism_concept,5627,1861,3118,1973,1818
Autism,substantive_core_overall,2020,2,people,0.55491703748703,autism_concept,5627,975,3118,1973,1818
Autism,substantive_core_overall,2020,3,disorder,0.47431647777557373,autism_concept,5627,844,3118,1973,1818
Autism,substantive_core_overall,2020,4,include,0.4727240800857544,autism_concept,5627,485,3118,1973,1818
Autism,substantive_core_overall,2020,5,year,0.47052210569381714,autism_concept,5627,465,3118,1973,1818
Autism,substantive_core_overall,2021,1,child,0.6854645013809204,autism_concept,5547,1895,2955,1830,1656
Autism,substantive_core_overall,2021,2,help,0.5439824461936951,autism_concept,5547,569,2955,1830,1656
Autism,substantive_core_overall,2021,3,people,0.502297043800354,autism_concept,5547,872,2955,1830,1656
Autism,substantive_core_overall,2021,4,year,0.4820167124271393,autism_concept,5547,528,2955,1830,1656
Autism,substantive_core_overall,2021,5,family,0.4750404953956604,autism_concept,5547,476,2955,1830,1656
Autism,substantive_core_overall,2022,1,child,0.6417208909988403,autism_concept,4664,1486,2506,1556,1414
Autism,substantive_core_overall,2022,2,people,0.5349188446998596,autism_concept,4664,844,2506,1556,1414
Autism,substantive_core_overall,2022,3,disorder,0.497287780046463,autism_concept,4664,665,2506,1556,1414
Autism,substantive_core_overall,2022,4,year,0.4875588119029999,autism_concept,4664,426,2506,1556,1414
Autism,substantive_core_overall,2022,5,help,0.4813404083251953,autism_concept,4664,450,2506,1556,1414
Autism,substantive_core_overall,2023,1,child,0.6748402118682861,autism_concept,4110,1223,2150,1285,1179
Autism,substantive_core_overall,2023,2,people,0.5202619433403015,autism_concept,4110,581,2150,1285,1179
Autism,substantive_core_overall,2023,3,individual,0.5016712546348572,autism_concept,4110,381,2150,1285,1179
Autism,substantive_core_overall,2023,4,help,0.49487122893333435,autism_concept,4110,404,2150,1285,1179
Autism,substantive_core_overall,2023,5,support,0.49184414744377136,autism_concept,4110,466,2150,1285,1179
Autism,substantive_core_overall,2024,1,child,0.6122806072235107,autism_concept,3494,1046,1864,1139,1021
Autism,substantive_core_overall,2024,2,people,0.5813396573066711,autism_concept,3494,551,1864,1139,1021
Autism,substantive_core_overall,2024,3,support,0.5087026357650757,autism_concept,3494,530,1864,1139,1021
Autism,substantive_core_overall,2024,4,include,0.4693183898925781,autism_concept,3494,319,1864,1139,1021
Autism,substantive_core_overall,2024,5,disorder,0.46844029426574707,autism_concept,3494,429,1864,1139,1021
Autism,substantive_core_overall,2025,1,child,0.6018079519271851,autism_concept,3849,1145,2146,1325,1107
Autism,substantive_core_overall,2025,2,individual,0.5260682106018066,autism_concept,3849,482,2146,1325,1107
Autism,substantive_core_overall,2025,3,support,0.5100398659706116,autism_concept,3849,602,2146,1325,1107
Autism,substantive_core_overall,2025,4,lesser,0.4702908992767334,autism_concept,3849,5,2146,1325,1107
Autism,substantive_core_overall,2025,5,condition,0.45273536443710327,autism_concept,3849,232,2146,1325,1107
Autism,substantive_core_overall,2026,1,child,0.6437057256698608,autism_concept,1349,503,752,453,410
Autism,substantive_core_overall,2026,2,individual,0.49974921345710754,autism_concept,1349,126,752,453,410
Autism,substantive_core_overall,2026,3,support,0.4529024362564087,autism_concept,1349,239,752,453,410
Autism,substantive_core_overall,2026,4,need,0.4399256408214569,autism_concept,1349,166,752,453,410
Autism,substantive_core_overall,2026,5,people,0.42945706844329834,autism_concept,1349,144,752,453,410
