lsc_year,analysis_unit,registered_domain,mentions,documents,total_mentions_for_year_unit,mention_share,domain_rank
2025,frustration,letsemjoy.com,16,7,6928,0.0023094688221709007,5
2025,frustration,substack.com,15,10,6928,0.0021651270207852192,6
2025,frustration,getglued.co,12,4,6928,0.0017321016166281756,7
2025,frustration,data.world,11,11,6928,0.0015877598152424942,8
2025,frustration,metaspoon.com,10,4,6928,0.001443418013856813,9
2025,frustration,a1.group,9,9,6928,0.0012990762124711315,10
2025,loneliness,vercel.app,22,16,1993,0.011038635223281485,1
2025,loneliness,substack.com,8,4,1993,0.004014049172102358,2
2025,loneliness,buzzsprout.com,7,3,1993,0.0035122930255895636,3
2025,loneliness,psychologytoday.com,7,3,1993,0.0035122930255895636,4
2025,loneliness,willowshealthcare.com,6,2,1993,0.0030105368790767687,5
2025,loneliness,comfortkeepers.com,5,3,1993,0.002508780732563974,6
2025,loneliness,hometeammo.com,5,3,1993,0.002508780732563974,7
2025,loneliness,earwaxremovallondon.org.uk,4,2,1993,0.002007024586051179,8
2025,loneliness,elon.edu,4,2,1993,0.002007024586051179,9
2025,loneliness,gurgaonmallgirl.com,4,4,1993,0.002007024586051179,10
2025,sadness,vercel.app,19,16,1921,0.00989068193649141,1
2025,sadness,onstove.com,18,6,1921,0.009370119729307652,2
2025,sadness,tumbex.com,12,12,1921,0.006246746486205101,3
2025,sadness,ladys.one,11,11,1921,0.005726184279021343,4
2025,sadness,lunapic.com,11,11,1921,0.005726184279021343,5
2025,sadness,onyourmindcounselling.com,10,7,1921,0.0052056220718375845,6
2025,sadness,findandconnect.gov.au,7,7,1921,0.003643935450286309,7
2025,sadness,zencare.co,7,6,1921,0.003643935450286309,8
2025,sadness,lakeconews.com,6,6,1921,0.0031233732431025507,9
2025,sadness,quotessayings.net,6,3,1921,0.0031233732431025507,10
2026,ADHD,bacp.co.uk,12,10,701,0.017118402282453638,1
2026,ADHD,betterhelp.com,11,5,701,0.015691868758915834,2
2026,ADHD,neurosity.co,8,3,701,0.011412268188302425,3
2026,ADHD,specialneeds.com,7,5,701,0.009985734664764621,4
2026,ADHD,amahahealth.com,6,6,701,0.008559201141226819,5
2026,ADHD,perdertimidez.com,6,2,701,0.008559201141226819,6
2026,ADHD,varbi.com,6,2,701,0.008559201141226819,7
2026,ADHD,aletrejo.com,5,5,701,0.007132667617689016,8
2026,ADHD,drroseann.com,5,3,701,0.007132667617689016,9
2026,ADHD,phoenix.org.uk,5,5,701,0.007132667617689016,10
2026,Autism,crossrivertherapy.com,29,11,1222,0.023731587561374796,1
2026,Autism,consciouscommunitymagazine.com,24,12,1222,0.019639934533551555,2
2026,Autism,speechblubs.com,17,7,1222,0.013911620294599018,3
2026,Autism,bacp.co.uk,10,7,1222,0.008183306055646482,4
2026,Autism,iatutah.com,9,3,1222,0.007364975450081833,5
2026,Autism,inspiringpathways.in,9,3,1222,0.007364975450081833,6
2026,Autism,sciencedaily.com,9,4,1222,0.007364975450081833,7
2026,Autism,bigdreamersaba.com,8,3,1222,0.006546644844517185,8
2026,Autism,beaminghealth.com,6,2,1222,0.004909983633387889,9
2026,Autism,ecommunityconnections.org,6,2,1222,0.004909983633387889,10
2026,frustration,speechblubs.com,36,16,3851,0.009348221241236042,1
2026,frustration,itp.net,17,11,3851,0.004414437808361465,2
2026,frustration,consciouscommunitymagazine.com,12,12,3851,0.003116073747078681,3
2026,frustration,kampp.org,12,9,3851,0.003116073747078681,4
2026,frustration,newageislam.com,12,7,3851,0.003116073747078681,5
2026,frustration,smsverifier.com,10,5,3851,0.0025967281225655675,6
2026,frustration,aimlmag.com,8,5,3851,0.002077382498052454,7
2026,frustration,local-services-near-me.com,8,4,3851,0.002077382498052454,8
2026,frustration,localservices-closeby.com,8,6,3851,0.002077382498052454,9
2026,frustration,stonereportersnews.com,8,7,3851,0.002077382498052454,10
2026,loneliness,ankitamumbaiescorts.co.in,12,6,719,0.016689847009735744,1
2026,loneliness,impactplayers.org,12,4,719,0.016689847009735744,2
2026,loneliness,sexyramya.in,12,12,719,0.016689847009735744,3
2026,loneliness,takedating.com,7,7,719,0.009735744089012517,4
2026,loneliness,vipmountabuescorts.in,7,7,719,0.009735744089012517,5
2026,loneliness,nancychopra.net,6,3,719,0.008344923504867872,6
2026,loneliness,pari-escort.com,5,5,719,0.006954102920723227,7
2026,loneliness,supersummary.com,5,3,719,0.006954102920723227,8
2026,loneliness,betterhelp.com,4,4,719,0.005563282336578581,9
2026,loneliness,consultclarity.org,4,2,719,0.005563282336578581,10
2026,sadness,onyourmindcounselling.com,27,14,657,0.0410958904109589,1
2026,sadness,tumbex.com,12,12,657,0.0182648401826484,2
2026,sadness,lunapic.com,10,10,657,0.015220700152207,3
2026,sadness,royal-magazin.de,7,7,657,0.0106544901065449,4
2026,sadness,idiom101.com,4,2,657,0.0060882800608828,5
2026,sadness,addictiontreatmentforyou.com,3,1,657,0.0045662100456621,6
2026,sadness,aisle-talk.com,3,1,657,0.0045662100456621,7
2026,sadness,charterforcompassion.org,3,1,657,0.0045662100456621,8
2026,sadness,cuentosia.ai,3,1,657,0.0045662100456621,9
2026,sadness,doctorlib.org,3,1,657,0.0045662100456621,10
