analysis_unit,analysis_role,early_2014_2016_mean,late_2024_2026_mean,early_to_late_pct_change,linear_slope_per_year,spearman_year_rate,minimum_primary_salience,maximum_primary_salience,mean_warc_over_wet_validation_rate,minimum_warc_over_wet_validation_rate,maximum_warc_over_wet_validation_rate,wet_warc_rate_correlation
frustration,baseline,1.3914455720843815,1.1345099222500556,-18.46537550508979,-0.017517143345341418,-0.0879120879120879,0.8254644536534539,1.4766691747927003,0.6629725905560166,0.5910360420268653,0.7764673614920461,0.9264545431034625
loneliness,baseline,0.3031251714529931,0.34772384184328203,14.712955105810144,0.005580089422427283,0.6428571428571429,0.2565527613191166,0.3712567681834894,0.5422738652613136,0.4904720023453532,0.6162695152013147,0.7999628763296522
sadness,baseline,0.6514946123817308,0.4441406772359185,-31.827421317847715,-0.01707195584552036,-0.7417582417582418,0.4176717059772543,0.6841115511492861,0.5921601815180646,0.5174603174603175,0.7044595616024187,0.9093872650263596
ADHD,target,0.3428596933031101,0.41130682297138293,19.963597648021334,0.007271913418119884,0.46153846153846156,0.2807599300366744,0.4697759848236604,0.3214847213650592,0.2888841016803102,0.3602624179943767,0.9471985067285442
Autism,target,0.9819145149109678,0.7452851429881681,-24.098775232409665,-0.022806503064721265,-0.5604395604395606,0.680826940425873,1.1408643122438584,0.3618133669952636,0.3373893805309734,0.4187280921382073,0.9359544444663705
