lsc_year,analysis_unit,frame_stratum,flags,context_rows,documents,matched_token_coverage,context_match_coverage,top_collocate,top_collocate_share
2026,ADHD,mixed,small_frame_year_cell,44,38,0.7947368421052632,0.9772727272727273,autism,0.052980132450331126
