analysis_unit,frame_stratum,frame_label,period,period_order,period_start,period_end,contribution_direction,rank,collocate,collocate_type,same_target_vocabulary_collocate,other_target_vocabulary_collocate,occurrences,documents,arousal,weighted_arousal_contribution,arousal_contribution_to_cell_mean,match_share,total_matches_for_cell,total_documents_for_cell,arousal_mean_for_cell
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,1,link,unigram,False,False,141,129,-0.4719999999999999,-66.55199999999999,-0.0026082458065527507,0.005525944505408371,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,2,individual,unigram,False,False,152,137,-0.346,-52.592,-0.0020611381094215392,0.00595704655902179,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,3,center,unigram,False,False,94,77,-0.538,-50.572,-0.001981972095939803,0.003683963003605581,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,4,include,unigram,False,False,270,256,-0.18066666666666667,-48.78,-0.0019117416522965983,0.010581595861420285,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_lowering,5,patient,unigram,False,False,72,70,-0.614,-44.208,-0.001732559962376548,0.0028217588963787427,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,1,disorder,unigram,False,False,1753,1351,0.53,929.09,0.036412055181062865,0.06870199090766578,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,2,developmental,unigram,False,False,219,202,0.667,146.073,0.0057247609343157235,0.008582849976485342,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,3,spectrum,unigram,True,False,268,227,0.4,107.2,0.004201285467941684,0.01050321366985421,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,4,schizophrenia,unigram,False,False,117,108,0.76,88.92,0.0034848722370277472,0.004585358206615457,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,arousal_raising,5,hyperactivity,unigram,False,True,75,73,1.0,75.0,0.002939332183727857,0.002939332183727857,25516,4320,0.03176428842033757
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,1,individual,unigram,False,False,237,197,-0.346,-82.002,-0.0045721773069417335,0.013214385280178422,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,2,therapy,unigram,False,False,130,108,-0.294,-38.22,-0.002131028714803457,0.007248396989127405,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,3,link,unigram,False,False,78,74,-0.4719999999999999,-36.815999999999995,-0.0020527460273208806,0.004349038193476443,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,4,include,unigram,False,False,179,167,-0.18066666666666667,-32.339333333333336,-0.001803140972028622,0.009980485085029273,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_lowering,5,treatment,unigram,False,False,134,120,-0.228,-30.552,-0.0017034848062447727,0.007471424588792863,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,1,disorder,unigram,False,False,1314,985,0.53,696.4200000000001,0.03883022023975467,0.07326456649010316,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,2,developmental,unigram,False,False,186,178,0.667,124.06200000000001,0.006917312517424032,0.010370783384443825,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,3,schizophrenia,unigram,False,False,81,71,0.76,61.56,0.003432394758851408,0.004516308893225537,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,4,anxiety,unigram,False,False,79,76,0.73,57.67,0.0032155004181767493,0.004404795093392808,17935,2913,0.035414257039308616
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,arousal_raising,5,hyperactivity,unigram,False,True,55,54,1.0,55.0,0.0030666294954000556,0.0030666294954000556,17935,2913,0.035414257039308616
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,1,son,unigram,False,False,262,244,-0.27,-70.74000000000001,-0.0041902618173202235,0.01551948821229712,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,2,family,unigram,False,False,135,128,-0.4085,-55.147499999999994,-0.0032666449472811276,0.007996682857481341,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,3,people,unigram,False,False,330,269,-0.15000000000000002,-49.50000000000001,-0.002932117047743159,0.01954744698495439,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,4,parent,unigram,False,False,139,129,-0.286,-39.754,-0.0023548157801208387,0.008233621608814122,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_lowering,5,student,unigram,False,False,109,94,-0.364,-39.676,-0.0023501954744698495,0.006456580973818268,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,1,disorder,unigram,False,False,278,245,0.53,147.34,0.008727638905342968,0.016467243217628245,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,2,boy,unigram,False,False,139,134,0.593,82.42699999999999,0.004882537614026774,0.008233621608814122,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,3,spectrum,unigram,True,False,178,166,0.4,71.2,0.004217509773723493,0.010543774434308732,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,4,challenge,unigram,False,False,58,54,0.7555000000000001,43.819,0.0025956047861627773,0.003435611894325317,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,arousal_raising,5,developmental,unigram,False,False,57,52,0.6670000000000001,38.019000000000005,0.0022520435967302455,0.003376377206492122,16882,3537,-0.021063889547052086
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,1,people,unigram,False,False,424,348,-0.15000000000000002,-63.60000000000001,-0.004196911706480138,0.027979411376534247,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,2,son,unigram,False,False,216,201,-0.27,-58.32000000000001,-0.0038484888478289565,0.014253662399366504,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,3,individual,unigram,False,False,121,108,-0.346,-41.866,-0.0027627029167216575,0.007984690510756237,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,4,family,unigram,False,False,101,93,-0.4085,-41.2585,-0.002722614491223439,0.006664906955259338,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_lowering,5,student,unigram,False,False,94,82,-0.364,-34.216,-0.002257885706744094,0.006202982710835423,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,1,disorder,unigram,False,False,253,229,0.53,134.09,0.008848488847828956,0.016695261977035768,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,2,challenge,unigram,False,False,69,68,0.7555000000000001,52.12950000000001,0.003439982842813779,0.0045532532664643,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,3,spectrum,unigram,True,False,105,98,0.4,42.0,0.002771545466543487,0.006928863666358717,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,4,boy,unigram,False,False,65,62,0.593,38.545,0.002543552857331398,0.0042892965553649205,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,arousal_raising,5,struggle,unigram,False,False,48,45,0.7575,36.36,0.0023993665038933615,0.0031674805331925564,15154,3176,-0.025506411948440454
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,1,individual,unigram,False,False,147,134,-0.346,-50.861999999999995,-0.004594995031168126,0.013280332460023489,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,2,people,unigram,False,False,305,245,-0.15000000000000002,-45.75000000000001,-0.004133164694190984,0.02755443129460656,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,3,family,unigram,False,False,95,89,-0.4085,-38.8075,-0.003505962598247357,0.00858252778028729,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,4,son,unigram,False,False,137,126,-0.27,-36.99,-0.003341765290450809,0.012376908483151143,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_lowering,5,community,unigram,False,False,55,49,-0.4465,-24.5575,-0.0022185834312042642,0.004968831872797904,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,1,dangerous,unigram,False,False,170,170,0.882,149.94,0.013545939109223958,0.015358207606829885,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,2,obsession,unigram,False,False,171,171,0.694,118.67399999999999,0.01072129370313488,0.01544855000451712,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,3,disorder,unigram,False,False,166,145,0.53,87.98,0.007948324148522902,0.014996838016080948,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,4,challenge,unigram,False,False,43,39,0.7555,32.4865,0.0029349083024663475,0.003884723100551089,11069,2282,-0.0032046797362001987
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,arousal_raising,5,spectrum,unigram,True,False,73,64,0.4,29.200000000000003,0.002637998012467251,0.006594995031168127,11069,2282,-0.0032046797362001987
